product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
26TCLiuQ4VRT,toys,2400.0,42.0,25.0,15.0
d1mBFyW631cl,toys,350.0,30.0,11.0,20.0
izOt9bNjAHst,toys,250.0,18.0,18.0,18.0
RZW9SelPr7Vv,toys,200.0,20.0,10.0,15.0
C4MNIZebz8wg,toys,1582.0,31.0,31.0,35.0
LSdf6iBuIORs,toys,200.0,33.0,10.0,32.0
WvWgcIIxpub8,toys,967.0,28.0,7.0,30.0
qhE3DELUrWHC,toys,8267.0,52.0,52.0,17.0
pIsDRb4xbzyD,watches_gifts,350.0,16.0,14.0,11.0
WOpopfWpUiX0,toys,7650.0,40.0,20.0,30.0
kmmt1qJJApow,housewares,300.0,25.0,2.0,17.0
C4MNIZebz8wg,toys,1582.0,31.0,31.0,35.0
jCH6hZXILAGt,toys,200.0,22.0,3.0,15.0
vw892o2RlNGu,toys,1250.0,38.0,30.0,28.0
JEmotyVCbAoc,toys,1300.0,30.0,30.0,35.0
EsjZXaqqL5SG,toys,500.0,19.0,11.0,20.0
wfQyRzZXaIj1,toys,1100.0,21.0,11.0,17.0
gytiHCk1h8bB,toys,150.0,18.0,18.0,18.0
JUVEaHFbqCIU,toys,2700.0,41.0,8.0,36.0
a6GnieQ7TnDI,toys,2200.0,20.0,20.0,20.0
qXjEajXUiikl,housewares,8525.0,27.0,58.0,28.0
97I7i6BQRjqd,toys,200.0,28.0,10.0,13.0
DuksRo7zoQS6,toys,16250.0,18.0,53.0,39.0
jjuUt1Fp9kX7,baby,10750.0,38.0,47.0,44.0
yGBBpVVAr5Jy,toys,150.0,17.0,9.0,12.0
PwoiOjyJfSJK,bed_bath_table,400.0,20.0,2.0,15.0
P2B06k6p6Nsp,toys,250.0,24.0,7.0,14.0
jGCoXj8ReJD4,toys,16650.0,63.0,58.0,24.0
dLxu1GG3ct1L,toys,310.0,16.0,10.0,12.0
E0wO0I28vexS,health_beauty,371.0,20.0,16.0,16.0
RqRWzMB3GnsD,housewares,900.0,16.0,30.0,26.0
STSDixXE0S2s,toys,8725.0,35.0,53.0,34.0
anCtYwfMeTUZ,toys,8050.0,30.0,20.0,50.0
XlbwCH0TRHJ6,toys,350.0,27.0,4.0,11.0
0Rv9bIApkexA,toys,2050.0,90.0,8.0,15.0
YWxNxMu4wOKG,toys,1050.0,36.0,24.0,22.0
ojKOZNiAjf83,toys,353.0,23.0,15.0,16.0
2mhzjP2ww0ge,toys,2500.0,48.0,38.0,20.0
DgbGCzJuwenM,bed_bath_table,1350.0,46.0,2.0,36.0
gmrfzLthrkNh,toys,10050.0,100.0,45.0,20.0
0Pr5vGEiQWym,toys,500.0,31.0,11.0,23.0
nnMjs8zJLbre,toys,1813.0,30.0,13.0,28.0
KqYABhO92lfM,toys,8750.0,52.0,51.0,17.0
jzigH6qtRXDe,toys,1550.0,27.0,9.0,18.0
OL36YFG3i2w2,health_beauty,150.0,16.0,7.0,15.0
4VhpyCWQesTx,toys,350.0,20.0,10.0,11.0
YD306Mm0AnAy,toys,350.0,28.0,4.0,22.0
8rQj2R4Ur9rZ,toys,3400.0,33.0,25.0,28.0
tgHKW3r0e376,toys,100.0,16.0,16.0,11.0
rQgSMxmlXGkG,bed_bath_table,1650.0,44.0,2.0,35.0
5GktbXZ66Grs,housewares,1550.0,46.0,10.0,35.0
uEizh24bIGLF,toys,500.0,20.0,20.0,20.0
yWdzCHzXamKi,toys,100.0,16.0,12.0,11.0
rTPKG5rt0JhD,office_furniture,6975.0,52.0,51.0,17.0
rQgSMxmlXGkG,bed_bath_table,1650.0,44.0,2.0,35.0
50ZMqeoBugxr,toys,1250.0,60.0,15.0,15.0
KAdK2NfTXELW,toys,100.0,16.0,14.0,14.0
e2V4k1rqEDmD,toys,1350.0,26.0,18.0,18.0
LzVc7C9zW5TG,toys,950.0,20.0,20.0,20.0
tIPO7bHrwS7c,toys,1850.0,34.0,5.0,34.0
h4iLfHfkTJE6,,200.0,16.0,2.0,11.0
tt0ySMDhSfnd,toys,1200.0,19.0,28.0,17.0
AkbNSMnEKQtI,toys,277.0,23.0,15.0,23.0
9azqalXJzTb1,toys,200.0,30.0,20.0,20.0
PBcGyZdjVpG0,health_beauty,250.0,16.0,5.0,15.0
tDTfjwtK2Q9a,cool_stuff,7750.0,58.0,33.0,61.0
1edaUIVffPFF,watches_gifts,584.0,16.0,11.0,13.0
RzL16iu7m24N,perfumery,438.0,16.0,12.0,17.0
x2473gHktSB1,toys,900.0,25.0,12.0,38.0
n8EnnBF4XXFm,toys,550.0,25.0,8.0,14.0
pIsDRb4xbzyD,watches_gifts,350.0,16.0,14.0,11.0
8GxHFoBxeZse,toys,4200.0,55.0,25.0,37.0
RPQMEYFeutbC,toys,1950.0,25.0,45.0,25.0
bIEg5jBI5qCt,office_furniture,16133.0,63.0,59.0,25.0
SeW2lg8f8CMx,toys,100.0,20.0,20.0,20.0
8IhgV2nH9kXE,health_beauty,700.0,25.0,12.0,19.0
580skYzmsQD4,perfumery,541.0,21.0,15.0,16.0
DsP0QUh8tgta,toys,100.0,20.0,20.0,20.0
qvGya8UG5V4s,toys,2438.0,28.0,31.0,24.0
APwoyiGUd5zq,toys,200.0,16.0,16.0,11.0
8h6OXfoVeWXg,toys,1200.0,20.0,20.0,25.0
JXhrpzG3pcZ7,toys,250.0,20.0,6.0,14.0
n4Yo4ZDuhwPL,health_beauty,4050.0,25.0,22.0,21.0
rbKv5OPJxMd1,watches_gifts,350.0,16.0,11.0,11.0
gytiHCk1h8bB,toys,150.0,18.0,18.0,18.0
3hTRdtYdA1xP,toys,450.0,38.0,12.0,20.0
yCWWm9Y8xh5y,toys,722.0,33.0,6.0,25.0
yQuko6FKuHy9,toys,1200.0,33.0,13.0,14.0
bFMssPOBJiPp,office_furniture,11875.0,57.0,55.0,22.0
GmgXGONutNxg,baby,6600.0,45.0,25.0,35.0
fNAcKvbrwBY8,health_beauty,150.0,22.0,3.0,15.0
c8fujV9LApVf,toys,140.0,18.0,5.0,13.0
gytiHCk1h8bB,toys,150.0,18.0,18.0,18.0
VcRU5d314wk8,toys,16550.0,22.0,65.0,40.0
7vcU4AOTqEJ5,toys,850.0,22.0,32.0,11.0
iiXHGKPu4k5l,toys,550.0,21.0,15.0,25.0
cjqnScHEUmWB,toys,11350.0,43.0,35.0,34.0
s8uNZS8Pk5rh,sports_leisure,2152.0,26.0,24.0,21.0
z3zkQrglehxU,toys,180.0,16.0,7.0,12.0
UEWSYx9mpvwU,toys,750.0,38.0,12.0,25.0
vXfL1AcKhRUF,health_beauty,100.0,16.0,8.0,11.0
SvW8FcwBD7tX,toys,6663.0,17.0,11.0,13.0
sv2DnedWzsZc,fashion_male_clothing,1900.0,35.0,6.0,45.0
sDiRdnCZMwRY,toys,550.0,27.0,10.0,15.0
N0eYVpz6WtEq,sports_leisure,1500.0,80.0,14.0,16.0
MlPuz9Xo31PC,toys,2100.0,50.0,30.0,30.0
wipDDqxqeWEn,toys,5800.0,56.0,11.0,32.0
bfkYf8WcDtMl,toys,250.0,16.0,5.0,15.0
C4MNIZebz8wg,toys,1582.0,31.0,31.0,35.0
Usi90p4RKMY1,health_beauty,434.0,20.0,16.0,18.0
Zji3MKTSCQmK,furniture_decor,1050.0,30.0,4.0,20.0
Qc8lmylzmqWH,toys,6933.0,36.0,40.0,36.0
ch26pynh9FL6,sports_leisure,1182.0,21.0,16.0,17.0
LSdf6iBuIORs,toys,200.0,33.0,10.0,32.0
1uux8qNTHbEp,toys,10475.0,52.0,51.0,17.0
ANT4x2GMiSmp,toys,400.0,18.0,12.0,14.0
YVlvPi7oD3zW,toys,750.0,30.0,10.0,17.0
vWNeSyDg1wbi,toys,1950.0,33.0,44.0,19.0
ymZvN9XtTHxn,toys,1110.0,19.0,11.0,18.0
G2mzkXaTWHpl,toys,550.0,40.0,20.0,17.0
2sW2dgtv682Y,toys,125.0,22.0,9.0,15.0
EIGHKxblqWGv,stationery,8000.0,30.0,55.0,35.0
s8uNZS8Pk5rh,sports_leisure,2152.0,26.0,24.0,21.0
oZTPUU9ivXL2,toys,150.0,18.0,8.0,14.0
NSfUnfk91LWY,toys,7417.0,102.0,46.0,11.0
6kbM887n8q53,stationery,6100.0,60.0,20.0,29.0
o2ZpzmziYkuL,toys,317.0,19.0,15.0,17.0
I9GpFzdjWBO1,toys,1575.0,57.0,9.0,23.0
z9rkXANlYCRa,toys,12467.0,35.0,57.0,52.0
4jgw8HubpEcV,toys,9183.0,52.0,52.0,18.0
82DpsHGTLkGB,toys,444.0,20.0,14.0,16.0
9SmuYvgVrsw6,toys,600.0,30.0,25.0,20.0
jjuUt1Fp9kX7,baby,10750.0,38.0,47.0,44.0
9GQoFcKJHapK,watches_gifts,269.0,17.0,11.0,13.0
yMKqu3ZcPGjq,toys,300.0,20.0,15.0,15.0
pnYKVLBJWFeQ,toys,575.0,16.0,18.0,17.0
JMO69RbokcET,watches_gifts,200.0,20.0,7.0,15.0
F1XwqcWjR0gj,toys,850.0,60.0,8.0,33.0
FcK34fLmKOfo,toys,5400.0,50.0,17.0,38.0
DuksRo7zoQS6,toys,16250.0,18.0,53.0,39.0
gytiHCk1h8bB,toys,150.0,18.0,18.0,18.0
Vmj4WSQp6SLn,toys,2300.0,20.0,20.0,20.0
qHjDN5wqbhqm,sports_leisure,200.0,20.0,20.0,20.0
Y3eayqO8aOXQ,toys,850.0,38.0,10.0,38.0
xBtrfF5XqwSt,toys,200.0,20.0,10.0,20.0
PQfItRcmlj1l,cool_stuff,2150.0,42.0,25.0,15.0
eDl4KPdPC1Hd,sports_leisure,300.0,22.0,6.0,16.0
Dh6bniUlEzBc,watches_gifts,700.0,16.0,2.0,11.0
IYf1nJKLOJ3Y,toys,800.0,25.0,55.0,35.0
6VFkStUmR839,sports_leisure,274.0,18.0,12.0,15.0
Nuw5Ox0MoAfm,toys,471.0,18.0,12.0,15.0
xd1uzxed845G,toys,9200.0,53.0,52.0,17.0
vCHKzEvNLTe4,sports_leisure,600.0,22.0,5.0,20.0
K2St12XlzgXy,toys,5600.0,19.0,18.0,11.0
lCM6Br9MwBGG,toys,100.0,16.0,10.0,11.0
TtXEetHRi2Hs,toys,12600.0,50.0,50.0,30.0
xY3xM6lc34KV,toys,300.0,16.0,6.0,12.0
2wNM6LjGqr8u,toys,2100.0,40.0,25.0,28.0
Kr5zHT4pt7Gs,toys,340.0,18.0,9.0,13.0
mu8D4v3kDrhc,toys,300.0,23.0,14.0,28.0
pzW4oNLHaz8z,toys,2050.0,34.0,8.0,32.0
jSee4yxnkZfD,toys,5000.0,22.0,53.0,35.0
BKF4Stwoyt2S,home_construction,900.0,32.0,24.0,11.0
vMNkrbsMMk0s,toys,300.0,16.0,9.0,11.0
gyCm1QS60Z2r,toys,500.0,40.0,15.0,40.0
m1BTmmoJ8ivA,housewares,2900.0,25.0,25.0,25.0
BKF4Stwoyt2S,home_construction,900.0,32.0,24.0,11.0
NVDUDocFNsJn,toys,1200.0,23.0,41.0,16.0
pJbRvxUo0q7I,sports_leisure,650.0,60.0,10.0,20.0
UXjETaNNVI2Q,cool_stuff,2850.0,42.0,25.0,15.0
VJyiQxMIsqRN,toys,512.0,30.0,12.0,18.0
E9OiMOkPkNam,toys,335.0,17.0,11.0,16.0
7xA9HSrEvlek,baby,200.0,17.0,17.0,15.0
ymZvN9XtTHxn,toys,1110.0,19.0,11.0,18.0
3xlWcST0LPjE,toys,120.0,30.0,15.0,15.0
GS9BwRCKDzlt,toys,900.0,44.0,24.0,31.0
lciizRYLcR3d,toys,4350.0,27.0,17.0,46.0
NDjTgwCB0TgB,toys,300.0,16.0,14.0,11.0
zajJzQtjj5Sn,toys,550.0,19.0,4.0,15.0
Mc3HVfMW32MH,toys,214.0,18.0,15.0,15.0
9SmuYvgVrsw6,toys,600.0,30.0,25.0,20.0
eAYk943kBfPt,toys,725.0,22.0,17.0,15.0
0pW0IKLw9f9p,toys,7550.0,60.0,20.0,29.0
y1xCvtRtdO1G,toys,1650.0,26.0,18.0,11.0
QWRah3T02OPC,toys,150.0,19.0,14.0,16.0
CK2WfmC4wPjv,toys,850.0,25.0,7.0,20.0
ssjczhV0JDts,toys,350.0,19.0,10.0,15.0
oJb0eAYHgmtU,toys,2400.0,33.0,7.0,37.0
LldwVUovKApt,sports_leisure,150.0,20.0,6.0,14.0
ry0BHjoN7Ia8,toys,50.0,16.0,3.0,11.0
M1rkiFPpocef,toys,50.0,18.0,8.0,18.0
GBRpbhWI9MRb,toys,2200.0,22.0,22.0,22.0
7ezLLfSMtqg8,sports_leisure,2500.0,93.0,10.0,40.0
mHI4NBBHLa3q,toys,150.0,16.0,9.0,11.0
BEAPTXoPz01D,toys,1075.0,17.0,13.0,15.0
Qf3jXDCJPvkJ,toys,350.0,19.0,12.0,13.0
GQ9FlpaffDPE,sports_leisure,500.0,27.0,15.0,20.0
Djhx8wxXNBcS,toys,500.0,50.0,11.0,40.0
pIsDRb4xbzyD,watches_gifts,350.0,16.0,14.0,11.0
FLNnxc5ri41t,health_beauty,304.0,20.0,15.0,15.0
BBzGhSCgbneG,toys,125.0,18.0,17.0,12.0
oq29ByrBqiCc,toys,3500.0,47.0,21.0,41.0
JZGNvu4kTNMX,sports_leisure,4850.0,30.0,25.0,25.0
uao0vNKhChzl,furniture_decor,600.0,30.0,3.0,20.0
izOt9bNjAHst,toys,250.0,18.0,18.0,18.0
ymZvN9XtTHxn,toys,1110.0,19.0,11.0,18.0
VtIZQPjskPSp,toys,463.0,19.0,16.0,18.0
UI3uTHlGyM08,sports_leisure,145.0,22.0,18.0,14.0
YAy8bhMrVaWd,toys,3500.0,36.0,10.0,35.0
7AdHMcUA45kV,toys,150.0,43.0,13.0,14.0
QzAC1fDWMbmk,toys,100.0,11.0,11.0,11.0
1SMxO9rVH4N6,toys,1000.0,42.0,25.0,15.0
DsP0QUh8tgta,toys,100.0,20.0,20.0,20.0
nY0musWV1RFl,toys,7400.0,54.0,53.0,20.0
1GoiTSNcxeZj,toys,475.0,20.0,20.0,20.0
Or1G0jWro9lP,toys,1050.0,70.0,10.0,40.0
MOqtPUVqxrLE,toys,1238.0,32.0,35.0,17.0
vBfalprQr6S5,toys,210.0,17.0,9.0,12.0
3Upwhgw0seTb,sports_leisure,628.0,17.0,25.0,14.0
Nuw5Ox0MoAfm,toys,471.0,18.0,12.0,15.0
7ekHNu07HmJx,fashion_bags_accessories,150.0,16.0,9.0,11.0
IeyjIL5eoZNN,perfumery,377.0,18.0,13.0,15.0
lPpYqpuS5LkK,toys,150.0,16.0,17.0,22.0
lBEGocBoRiIF,toys,550.0,21.0,13.0,16.0
JrCVXkLKM6nz,fashion_bags_accessories,120.0,17.0,9.0,17.0
0lSGfBVY7Qja,toys,1206.0,21.0,13.0,17.0
iAO1eeHGftpb,health_beauty,150.0,22.0,3.0,15.0
eApclLGtNTxv,toys,267.0,18.0,9.0,17.0
IfiF3xz32fhG,toys,1650.0,40.0,45.0,25.0
1Shu25hw8jmU,sports_leisure,150.0,16.0,16.0,11.0
MXfRU6BvSbFp,cool_stuff,15350.0,47.0,40.0,47.0
wdV7yJzaz3Su,toys,4338.0,17.0,12.0,14.0
dMIjKDjvV70Y,toys,304.0,27.0,17.0,27.0
qXjEajXUiikl,housewares,8525.0,27.0,58.0,28.0
wG2wziNzpFZl,toys,3100.0,30.0,24.0,24.0
UQsvuy70YsNL,toys,150.0,25.0,10.0,25.0
oOgt7ZOUS7ve,toys,8550.0,60.0,20.0,29.0
GQwskSfP8YJj,toys,200.0,16.0,9.0,13.0
hpFcwfaGMKse,toys,600.0,20.0,13.0,13.0
DbVCXPbkOiTo,health_beauty,683.0,31.0,16.0,16.0
ej3mrbFslBCP,toys,11700.0,36.0,54.0,35.0
iq4RAnrKhh5d,toys,540.0,23.0,13.0,19.0
w0qkNLwh5m6f,toys,21800.0,53.0,44.0,53.0
irw9Fd5heME1,toys,17033.0,101.0,8.0,57.0
unyXXeCSrRdJ,toys,264.0,17.0,14.0,16.0
QsNbTPP6hQ28,sports_leisure,575.0,19.0,19.0,17.0
PUQKPW242fzm,health_beauty,200.0,22.0,5.0,15.0
xdeJdL2qHekA,toys,195.0,18.0,11.0,17.0
uSjA6Di3a4KL,toys,800.0,44.0,2.0,36.0
bBDtI5M2sXfl,toys,550.0,20.0,20.0,20.0
IsrbaRfSpMhb,toys,313.0,17.0,7.0,13.0
OBIvlk9Z3nDK,toys,1450.0,90.0,6.0,18.0
MXfRU6BvSbFp,cool_stuff,15350.0,47.0,40.0,47.0
sAJ0zlyB77MK,toys,850.0,22.0,17.0,17.0
7AdHMcUA45kV,toys,150.0,43.0,13.0,14.0
G4640SQ4F6gN,toys,459.0,18.0,13.0,14.0
YVlvPi7oD3zW,toys,750.0,30.0,10.0,17.0
tqhy47Hx4n89,toys,660.0,19.0,14.0,16.0
gytiHCk1h8bB,toys,150.0,18.0,18.0,18.0
mX0s8aoiuop0,sports_leisure,150.0,16.0,5.0,11.0
1Shu25hw8jmU,sports_leisure,150.0,16.0,16.0,11.0
ymKDicNbeRGT,toys,525.0,16.0,17.0,12.0
JPJ66l1zE5Yh,toys,283.0,24.0,23.0,20.0
4jhvGVgrvTpK,furniture_decor,200.0,16.0,16.0,16.0
b0Q1ZbKwgdbT,toys,4050.0,17.0,11.0,13.0
vZpqDJnwI9M6,toys,1700.0,16.0,20.0,28.0
6Ww1i7qd1Zqu,cool_stuff,1200.0,42.0,25.0,15.0
weqdUU0CaMly,toys,1100.0,60.0,8.0,33.0
icdtCDkjpSZQ,toys,342.0,18.0,13.0,15.0
xaTaGOTGBzhr,toys,10750.0,65.0,18.0,55.0
fMe2UlkasYKR,toys,2800.0,47.0,21.0,41.0
QBUf6TejeMnv,bed_bath_table,2800.0,40.0,20.0,40.0
nRfUgVLLDWfp,toys,123.0,18.0,9.0,15.0
CvVndMynwB8Y,toys,350.0,20.0,7.0,14.0
eV2UpB3aWOiO,toys,425.0,17.0,4.0,13.0
lItR6oH02RkW,toys,2700.0,31.0,33.0,31.0
NV4rX1SQcHvM,office_furniture,12700.0,55.0,70.0,18.0
9S6hBsFm4eiJ,toys,3045.0,55.0,60.0,30.0
yZj9r9Orpq1v,toys,375.0,16.0,3.0,11.0
pafnbRuudLiI,toys,320.0,36.0,7.0,23.0
HZAq1HWA5Jmh,home_construction,10100.0,30.0,61.0,30.0
kmC8mYaPaLrx,toys,1800.0,44.0,14.0,33.0
9SmuYvgVrsw6,toys,600.0,30.0,25.0,20.0
rcu4NNJ9ObOM,toys,200.0,16.0,2.0,11.0
6Ww1i7qd1Zqu,cool_stuff,1200.0,42.0,25.0,15.0
nQflyEP9dhCR,bed_bath_table,1350.0,46.0,2.0,36.0
qh2H0E2ITorK,toys,150.0,20.0,8.0,16.0
ymZvN9XtTHxn,toys,1110.0,19.0,11.0,18.0
srvU0XsdWXs7,toys,7700.0,28.0,55.0,37.0
7a2JQPwYiM1v,toys,902.0,19.0,21.0,16.0
HroJbPojbfVD,toys,650.0,21.0,7.0,12.0
3H7nJ3Wp12et,toys,350.0,17.0,17.0,17.0
1APK0K8QBtzK,perfumery,3733.0,22.0,29.0,27.0
FY04OAzGwGJK,fashion_shoes,500.0,29.0,7.0,16.0
RChrgrTN15Wl,toys,532.0,21.0,12.0,17.0
BVGpkgflKwXL,health_beauty,100.0,29.0,5.0,15.0
WLTMfIuXxSMh,toys,450.0,16.0,11.0,12.0
amOBv0fEeYGx,toys,250.0,23.0,7.0,15.0
hoWnJGyM5yXW,toys,1350.0,20.0,30.0,20.0
9GQoFcKJHapK,watches_gifts,269.0,17.0,11.0,13.0
D46dI7I3zZXY,watches_gifts,253.0,18.0,11.0,13.0
Q7PB2uvDhqB8,toys,4475.0,44.0,24.0,31.0
vTMPh1eqr7cz,toys,8250.0,38.0,18.0,22.0
DPVy4IkVEwAX,toys,925.0,52.0,21.0,33.0
99yPkg3fwgn3,toys,1175.0,54.0,33.0,29.0
kCWRqh6CWpji,toys,300.0,16.0,11.0,12.0
3jZdCmaXc73N,toys,703.0,22.0,22.0,16.0
elrV6RaBgzru,toys,267.0,16.0,12.0,14.0
Fzx2XNRjNFek,toys,650.0,19.0,19.0,19.0
eIurzdg8u4HG,toys,350.0,28.0,21.0,12.0
ronaFSyRDCrW,toys,1250.0,26.0,21.0,20.0
DeilLgmeSkpR,toys,275.0,19.0,9.0,27.0
nFZKtmOCvng2,toys,300.0,16.0,5.0,15.0
UPgSNsJVMRJe,toys,2300.0,17.0,17.0,17.0
OC0OzjmplmGc,toys,400.0,19.0,13.0,19.0
cIZ65RPntFpW,furniture_decor,700.0,30.0,3.0,20.0
kPeGVigxGdij,watches_gifts,275.0,16.0,14.0,14.0
xHcl5v10d5K4,toys,250.0,22.0,12.0,17.0
GGbV1k8mvMZU,toys,2225.0,29.0,4.0,26.0
L6ObVlEFnKLD,toys,1200.0,30.0,12.0,12.0
14bCWbSW31d8,housewares,8575.0,33.0,48.0,38.0
3H10ThdkVTVm,toys,250.0,25.0,10.0,15.0
WXccj089DdoY,toys,118.0,17.0,8.0,13.0
9xv5TRs3XoVg,toys,1000.0,18.0,17.0,25.0
Y0GSg5Cpigsd,baby,383.0,22.0,14.0,17.0
vyV809NwZbEB,toys,100.0,20.0,15.0,15.0
Otig3oDfMwH4,toys,29050.0,55.0,75.0,61.0
anCtYwfMeTUZ,toys,8050.0,30.0,20.0,50.0
0x4ni1JSpYau,cool_stuff,9350.0,50.0,28.0,40.0
M1plDAAQohuK,toys,700.0,16.0,20.0,16.0
2CCYYdUAvvAq,toys,800.0,20.0,20.0,20.0
M5icZUk9w5sP,toys,1750.0,16.0,35.0,16.0
ua6weyMeSSqy,cool_stuff,1000.0,35.0,28.0,16.0
PNxV7rsy2fgg,toys,150.0,16.0,5.0,20.0
oRWowdRxzkkE,toys,300.0,20.0,9.0,15.0
SitPMWGsmpa4,toys,450.0,20.0,20.0,20.0
ItS6jDqUYnKX,toys,300.0,21.0,12.0,12.0
sPiQxH4jxtYJ,toys,16100.0,35.0,65.0,44.0
uFIJR3I1zG8s,health_beauty,350.0,20.0,20.0,20.0
ooMfhtJJiM8o,health_beauty,300.0,16.0,9.0,15.0
vLQWWPXCmqA7,,300.0,35.0,7.0,12.0
Y6fOUhiWUCqJ,sports_leisure,150.0,20.0,10.0,20.0
I9GpFzdjWBO1,toys,1575.0,57.0,9.0,23.0
0NRdClVbedAw,toys,300.0,25.0,2.0,17.0
9C8ZIpeerDC2,toys,150.0,22.0,3.0,15.0
oWAZzRgLO8hs,toys,667.0,19.0,11.0,14.0
vCQNrG8k7F8q,toys,500.0,19.0,9.0,15.0
Q76kzSQ7pzXv,toys,3200.0,25.0,11.0,11.0
23A7htX4Zj8y,toys,600.0,30.0,3.0,20.0
ZMJ1yYopUYs6,toys,6350.0,55.0,20.0,25.0
oAD0pllgooF1,toys,6150.0,60.0,20.0,29.0
nsEfZAqagKkc,toys,7480.0,53.0,48.0,26.0
gCioruwoxdCX,toys,2400.0,40.0,9.0,35.0
396PYX9BKPqY,toys,550.0,30.0,30.0,30.0
ILJ1czl5oREZ,toys,1092.0,27.0,27.0,23.0
E1cYH20SdGYP,sports_leisure,1688.0,23.0,17.0,22.0
ZTsfMadzXGDu,sports_leisure,2500.0,20.0,11.0,11.0
i8rOWNVCU8SG,toys,200.0,17.0,11.0,15.0
6DqxyRfaLCsD,toys,929.0,24.0,16.0,20.0
v39MTKX2lpCG,toys,550.0,20.0,27.0,11.0
yJhbJ4OU6apa,toys,150.0,16.0,6.0,11.0
qtlBf0tnYibE,toys,240.0,16.0,2.0,11.0
lsE6ahqdhx7Y,toys,1700.0,43.0,24.0,31.0
p5pY2S6t2FJh,sports_leisure,525.0,29.0,16.0,20.0
EsjZXaqqL5SG,toys,500.0,19.0,11.0,20.0
J5CUbj0iECe7,toys,250.0,28.0,6.0,31.0
nhiIwrWEitcH,toys,19067.0,50.0,50.0,52.0
PP5cKHUvzDD5,,600.0,35.0,35.0,15.0
L2NBqZlceabM,toys,1550.0,18.0,31.0,25.0
zFAlv9GHWt4I,toys,450.0,29.0,14.0,15.0
NOQ5V1RCdCE4,toys,125.0,25.0,14.0,18.0
vA6jYLv966mU,toys,3900.0,46.0,36.0,26.0
BpE96uplHjl8,toys,9500.0,33.0,30.0,44.0
3OEzjsbzUJAR,toys,250.0,16.0,11.0,15.0
3n7TfF0E1SNc,toys,1875.0,43.0,45.0,40.0
kpaWBO7LJ3AD,toys,560.0,19.0,13.0,17.0
c2Q2YSiBbZ9j,sports_leisure,500.0,16.0,12.0,12.0
iXwsTxs2N8zU,toys,383.0,17.0,9.0,13.0
PXTnXeRq911E,toys,750.0,19.0,36.0,24.0
0ElMweXUInm4,toys,475.0,18.0,16.0,14.0
U1gTrHUGD8cS,toys,325.0,21.0,12.0,15.0
jrc0v3ZRw6Zg,bed_bath_table,800.0,20.0,20.0,20.0
ZTsfMadzXGDu,sports_leisure,2500.0,20.0,11.0,11.0
9s1TYOdaTujC,toys,650.0,18.0,12.0,12.0
FAVgC0FyYT8Q,toys,190.0,16.0,11.0,12.0
ZTsfMadzXGDu,sports_leisure,2500.0,20.0,11.0,11.0
twJ09Pjefy8M,toys,150.0,16.0,17.0,17.0
hn7szEJHw5LE,toys,792.0,19.0,14.0,16.0
jrc0v3ZRw6Zg,bed_bath_table,800.0,20.0,20.0,20.0
i8rOWNVCU8SG,toys,200.0,17.0,11.0,15.0
OZy3xsEd7x0v,bed_bath_table,3150.0,39.0,13.0,46.0
OZy3xsEd7x0v,bed_bath_table,3150.0,39.0,13.0,46.0
woBWodYTSkfb,toys,7513.0,53.0,62.0,26.0
bPrcHetU5VlR,toys,500.0,20.0,10.0,15.0
imJBjbvq6cM4,toys,1000.0,50.0,20.0,20.0
QswxUPYwgvyE,toys,1500.0,34.0,7.0,32.0
nQQDzoEALbyL,toys,900.0,41.0,13.0,26.0
xayEZtzuUpI8,toys,5850.0,47.0,19.0,23.0
3xlWcST0LPjE,toys,120.0,30.0,15.0,15.0
396PYX9BKPqY,toys,550.0,30.0,30.0,30.0
1ARsFiN6fYg3,toys,200.0,20.0,25.0,25.0
bvFKpr2pfmmq,health_beauty,450.0,20.0,15.0,15.0
3hTRdtYdA1xP,toys,450.0,38.0,12.0,20.0
hGpL5BXPImWC,toys,2550.0,31.0,16.0,21.0
HPOCq8vZi22U,office_furniture,13350.0,57.0,56.0,22.0
5XyF6Al83MtA,sports_leisure,150.0,16.0,16.0,11.0
vMgrJ5heETer,toys,200.0,17.0,7.0,12.0
PjB16O1U3g8M,toys,1350.0,105.0,15.0,15.0
bvfEhLQtYnhb,toys,1150.0,26.0,31.0,26.0
LjzRT54degE3,toys,500.0,30.0,6.0,23.0
nOv1BJdZrtvM,toys,1250.0,60.0,15.0,15.0
kmofCZlFQLzg,toys,200.0,20.0,10.0,15.0
bfkYf8WcDtMl,toys,250.0,16.0,5.0,15.0
4L05KvVQntYq,toys,200.0,16.0,3.0,12.0
oRWowdRxzkkE,toys,300.0,20.0,9.0,15.0
1LC8epYPZ7BV,perfumery,556.0,21.0,16.0,16.0
Y0GSg5Cpigsd,baby,383.0,22.0,14.0,17.0
8RPVxbvn4wxa,sports_leisure,1032.0,17.0,15.0,16.0
ifF6JUi0Bfjm,sports_leisure,4250.0,20.0,20.0,20.0
gV7y8Z1m1dKb,toys,700.0,20.0,20.0,20.0
zfzYxbaQFrTV,toys,50.0,16.0,5.0,11.0
Q7PB2uvDhqB8,toys,4475.0,44.0,24.0,31.0
ZMcHqaiKFU8V,toys,1400.0,34.0,7.0,32.0
LqHJc8kLiqQA,toys,2850.0,65.0,24.0,16.0
1fzmHnfrfBMO,toys,800.0,22.0,12.0,33.0
