order_id,payment_sequential,payment_type,payment_installments,payment_value
G2O6ytoeg7uQ,1,credit_card,1,71.29
xqBcsrPLjv9c,1,credit_card,10,239.26
0alBuHwIKf2e,1,wallet,1,221.71
Sd4oQhSwkO6M,1,wallet,1,151.37
eoc5FUrCoFeM,1,credit_card,2,41.01
gtjqtuBDlPy9,1,credit_card,3,190.04
b4GFTHYAycBo,1,credit_card,3,249.2
LhoO9VuY36m9,1,wallet,1,215.54
mqC7ZQHH6plq,1,credit_card,4,102.51
q15zEIX9qalS,1,credit_card,3,119.48
R7TAgu4evk5G,1,wallet,1,343.54
iVwUQ5AOnBhc,19,voucher,1,201.05
6QGMuQJQBtAL,1,wallet,1,874.9
gx9caYDkbHwj,1,credit_card,2,405.65
5113sLWDsre6,1,credit_card,1,12.22
96PiJ8qAWCe0,1,wallet,1,59.52
L49Y5oB0WSr7,1,credit_card,2,299.7
1CgtG1Fq7Gyz,1,wallet,1,159.26
tcLoBqLq4B6X,1,credit_card,1,196.26
ZUuVlRwAmNKH,1,credit_card,10,238.95
a8KRHifdzLhY,2,voucher,1,599.05
8cPLX4ZtX41W,1,credit_card,4,119.5
0oxOjnYVs0O7,1,wallet,1,213.79
eMmA6FxHv2yG,1,credit_card,1,118.79
A1uQnsCOLAuN,1,credit_card,5,12.45
XqPU0fsb8s4G,1,wallet,1,174.81
3bw5wh95gjDy,1,credit_card,1,57.47
YwuBBqUSvlA9,1,credit_card,4,38.85
Czoj1uRKV0nJ,1,credit_card,1,1260.65
wjiyYoJ21p2F,1,credit_card,1,209.08
8L2L9rwoE439,1,credit_card,2,334.45
AZtJn6T5TJuc,1,credit_card,8,20.76
Rwrfksa7hVlN,1,credit_card,6,74.5
qMF9zkiLBpWB,1,credit_card,3,10.86
rm5lkSAz3k1O,1,credit_card,8,328.6
Cc7RgZt0vD2a,1,credit_card,4,208.38
MOOz5ZaKrQxY,1,credit_card,5,294.89
xdSRLdOfwG5n,1,credit_card,2,129.62
TX8NgRPcExAl,1,credit_card,8,278.22
In6J0fLD8HIg,1,credit_card,10,27.23
xAIVUPpmfa6w,1,credit_card,3,218.11
O8T3Uokm9GtY,2,voucher,1,38.3
U7A5YlzxZpwc,1,debit_card,1,177.56
L6kTkWANmRsV,1,credit_card,1,497.62
OsEwldB4xp3q,1,credit_card,1,196.92
uyKM34xstaEU,1,credit_card,4,266.85
9AFRK9WjIPqO,1,credit_card,4,83.22
kFKLvLObrrgz,1,credit_card,3,18.17
3IxLi5CjAp9j,1,credit_card,2,349.78
D12QBwdjD0Ng,1,credit_card,4,304.73
1WSle6pnzqxe,1,credit_card,8,144.18
9ovAZwWQWLrd,1,credit_card,10,110.29
LWzem0vkd8kO,1,wallet,1,121.11
rs94XujhXnwb,1,credit_card,1,222.04
kKVk7v8dOPdC,1,credit_card,3,291.43
IAbwjOGWZGbw,1,credit_card,1,184.71
kG1An9bBW76S,1,credit_card,2,641.65
kssF87HXylwY,1,credit_card,4,53.52
s9aFFMZHNxLu,1,credit_card,6,149.15
fPxgVSCbnssg,1,credit_card,3,226.28
Xdd7WEfxxERF,1,wallet,1,187.5
Gc51hX3VXr3i,1,wallet,1,108.74
OonMpXm78Yj1,1,credit_card,1,172.23
HrCt7f451vM5,1,credit_card,2,369.69
UXmHhTHDJFzf,1,wallet,1,212.66
tdUPUKkirhUj,1,credit_card,10,65.22
vmms9kqQP2jy,1,debit_card,1,381.32
owtl2LN4WWEi,1,credit_card,8,115.11
Xv2P650sxmKx,1,credit_card,1,138.5
9Hx2N9BIpUb6,1,credit_card,3,1243.62
JL435EhOlcGu,1,credit_card,2,274.97
5nKYiJA6zi3U,1,credit_card,3,135.05
pjPjEWopq5Lo,1,credit_card,2,127.63
LEucQqEmBctL,1,wallet,1,172.93
BzU32QVq8MHs,1,credit_card,10,50.32
fWRLp0zUYSQv,1,credit_card,3,654.38
jCTDZEZi68b8,1,credit_card,1,167.66
bUeqDyK0FQQJ,1,credit_card,3,887.37
Ysry6RLiFgzy,1,credit_card,1,273.88
iCXBEBMReigq,1,credit_card,8,68.69
TrJ2nD1VeTCj,1,credit_card,4,339.74
ylsUXKBienta,1,credit_card,6,79.81
38Ik9rdj3QAf,1,credit_card,1,212.73
bZcJ5U7mVozm,1,credit_card,5,205.92
m687MxyA5DjL,1,credit_card,8,154.46
YZmy855zahL2,1,credit_card,6,105.28
9DfZ8aW3TE2P,1,credit_card,2,235.79
CNMBohF3YOSn,1,wallet,1,143.43
BixduB4USgRP,1,wallet,1,194.65
2ZTM6Y8Wiebn,1,credit_card,1,413.97
1ZwyI0OLmHwq,1,credit_card,5,93.95
mj9ep3WbASEA,1,credit_card,2,31.23
QY4bjTlvbCJs,1,credit_card,4,234.42
LKjUt5NquF5C,1,wallet,1,30.26
TDqhXZyGoa9T,1,wallet,1,1066.86
OeYhTQFxQ3uh,2,voucher,1,145.48
Ryc3GCaQ5G20,1,credit_card,1,150.09
8hZBaJnPyws0,1,wallet,1,1.07
yRh2Z7QvmQjd,1,wallet,1,45.17
AU83aHHSFqgk,1,wallet,1,242.66
Qm1TMpxTtou4,1,credit_card,10,235.32
GMsnnwi7uF0p,1,credit_card,6,260.08
NkeN7Z5mSD9P,1,wallet,1,61.08
dVPHhSSzbS8w,1,credit_card,1,218.67
paDv5TOtP0WP,1,credit_card,1,203.99
difCkZ8EehrR,1,wallet,1,277.3
zevWLy6T5Bap,1,credit_card,2,838.32
Ck3H1K1aPT2r,1,credit_card,1,223.58
H1NAU7HFsoj4,1,credit_card,1,431.15
e38dVeH8vpbj,1,credit_card,3,131.43
zswxE73iLiWW,1,credit_card,4,389.0
kS17A1pchjpO,1,credit_card,10,257.51
u5uDL31Vh3QH,1,wallet,1,88.98
G5Eq6PiEDyTz,1,credit_card,3,162.39
ONYJdpnrI6G9,1,credit_card,1,233.4
6wnfx1TTJUoC,1,credit_card,1,219.46
XqYHJ3jqIhcd,1,credit_card,1,296.33
PKcUACn1fRyn,1,credit_card,1,120.22
vMStqEaSu3go,1,credit_card,2,41.71
lloavEQh1r0G,1,credit_card,1,127.16
WowV00qltk7j,1,credit_card,8,193.29
qq67mADUvDiS,1,wallet,1,208.64
alZzFFkEEv3i,1,credit_card,2,193.82
JauNJEDFtiPw,1,wallet,1,322.2
VteNOmklYJdI,1,credit_card,1,26.94
6UGjIsrraPmn,1,voucher,1,354.24
99kCtpGTilId,1,credit_card,4,236.16
Xsowv1dleqwY,1,credit_card,3,780.05
P5TR6c5J2YRj,1,wallet,1,257.37
VOdyH9Vk6lwT,1,credit_card,4,121.67
VMJg3GjXwfaj,1,credit_card,5,44.28
hSQhB3p3BfjX,1,credit_card,1,130.24
ZEm1T1go4Wkk,1,credit_card,7,511.63
5LJ6t8Y7IwTj,1,credit_card,2,74.12
o9uQhbEbn3ov,1,credit_card,3,133.63
bDz0wcGTeshI,1,credit_card,3,375.0
2nATiELXpe3t,1,credit_card,10,64.05
4N05KwDdf6Gz,1,wallet,1,79.14
c9HMIbhkz9tV,1,wallet,1,68.34
Sxag8sCKob8i,1,credit_card,1,7.54
gDSk7Sc4wqsw,1,credit_card,1,250.06
djYO0IqpxA0c,1,credit_card,1,79.8
TSkQRZgLTZY1,1,credit_card,1,0.48
Q2nr2kWpNn9x,1,credit_card,1,89.92
xWyVgmt2VhQE,1,credit_card,8,192.23
XyKB3rOGhkPj,1,credit_card,2,59.87
Ef26qaoxnzmZ,1,wallet,1,93.87
YF1mTkZp63td,1,credit_card,3,51.4
MoqkbaF56yWY,1,credit_card,2,374.15
tNRG3bzTdDSG,1,credit_card,3,181.64
QWNF2ZNytcHw,1,credit_card,3,94.21
ipRpHIN6fBNp,1,credit_card,1,148.22
G62TB3FZTLIu,1,wallet,1,52.57
YpkPfvKCVxOF,1,credit_card,2,264.71
1nYBlddclMRA,1,credit_card,1,313.99
u6NLlyLk4hu1,1,wallet,1,2566.9
jZmeBH7AWXDX,1,wallet,1,31.83
7s8C7T1sNDi2,1,credit_card,4,145.62
rDgIC71MiKEE,1,wallet,1,171.63
yH4SHCxLsEdm,1,credit_card,3,405.47
064wNjaHuBYF,1,credit_card,1,127.79
6xkUigNaKFVm,1,credit_card,3,159.8
tekPG5LJelSu,1,credit_card,3,96.29
00e8DgceulJY,1,credit_card,1,359.71
2luWD9AaxkVO,1,credit_card,2,59.49
e1YiUC1Bu1L8,1,credit_card,3,135.5
cmmzn7gYEJ9m,1,credit_card,5,85.94
3nwtgQntMppN,1,credit_card,5,218.19
VBLApdTrMDkn,1,credit_card,5,646.6
mxhaw4ZzOda9,1,credit_card,10,325.1
rc6EcwiRzSJ3,1,credit_card,3,363.22
olLsi2ccOfry,1,wallet,1,91.42
8trY9ZFpFzWX,1,credit_card,10,84.76
h9Manx2eQcGf,1,wallet,1,272.5
Z7cZElkpVrpe,1,wallet,1,82.21
rmssCZe9Gi7r,1,credit_card,1,145.48
44iG4KEf4afE,1,wallet,1,228.94
7XMVaL0CtMrj,1,credit_card,3,70.86
x1qDrCXyEOVU,1,credit_card,3,146.5
C2I9TpdbJfcR,1,wallet,1,102.69
7RoQVP2ZdquO,1,credit_card,4,210.0
OBWGNnzsTs3N,1,credit_card,1,58.12
CmQymqdhlioi,3,voucher,1,406.58
CQAr9YTkhuoH,1,wallet,1,318.23
lpCvIRrCY6Jr,1,credit_card,10,102.23
nBCLSU5vSktG,1,credit_card,3,454.19
9ql21WD30LMV,1,credit_card,5,133.49
3zkus3J9OCNC,1,credit_card,2,380.66
0ff2LOhy8huf,1,credit_card,4,0.28
QB72zpPW59Cp,2,voucher,1,381.59
jcQyUG7KiDXe,1,credit_card,1,24.97
tZjPgwD44ad4,1,wallet,1,285.14
mHJuzdT3k7Bk,1,credit_card,2,31.74
ZEXcoMtqc7OH,1,credit_card,1,254.22
zhMoxly4g2p7,1,credit_card,2,105.87
13kTZnvi8Gb2,1,credit_card,8,304.14
mVM7rsDM1Hzg,1,credit_card,7,437.09
jzfdVRIHY7ZK,1,wallet,1,531.42
34z5H2i2HK6L,1,credit_card,1,51.37
wZ6aYY8CPuzt,1,credit_card,8,82.83
UvIuqOQCN33z,1,wallet,1,155.55
eAfAVf1Xa971,1,credit_card,1,144.21
DnRUbFTjWplJ,1,credit_card,3,93.29
nT2iwN5Xuetw,1,credit_card,1,95.84
kMg42Ux7MNIb,1,credit_card,1,381.22
Aot61BgVeo7s,1,credit_card,1,244.06
lH4pI1emSBST,1,credit_card,5,1048.7
AlvsOXWpcA8Q,1,wallet,1,1325.44
pD8lv9UJ2t4r,1,credit_card,1,184.77
eHwPWaa5Gs0P,1,credit_card,2,166.7
VvD6KcyROzLe,1,wallet,1,1936.5
5aoqaDPnBz61,1,credit_card,1,254.95
4kHzvFJvEWXN,1,wallet,1,247.08
cXyk07zbysVY,4,voucher,1,325.7
n7ubR887NPEA,1,credit_card,7,30.04
TV24WAbcXBr0,1,credit_card,1,350.02
qfdSVzU1PAWj,1,credit_card,8,22.45
ULv4XSGksYYZ,1,wallet,1,89.24
Ky9veyG5aaE2,1,credit_card,2,90.76
jNnbKDnR6D4q,1,debit_card,1,349.76
jccGzHD5uRRq,1,credit_card,4,190.04
HKgnC2uLrgGc,2,credit_card,10,165.55
A1Q8t6wYsQjX,1,credit_card,5,152.42
ylJylvzfm6ib,1,credit_card,1,244.85
RcCKqCctF2bG,1,wallet,1,110.2
cbp3cQOXeYAQ,1,wallet,1,10.57
ELRoAEq8Zag9,1,credit_card,1,332.14
YlQ4zOPKfevI,1,credit_card,10,2075.48
ix23QGUTRHmF,1,credit_card,2,672.72
1odTt9l8xRNX,1,credit_card,3,163.05
xAicsUpTH8rj,1,credit_card,3,517.7
6DrilTukyNF5,1,credit_card,5,47.52
dAuVzAQywkOE,1,credit_card,3,38.06
mmhPWQRLDcRO,1,credit_card,2,331.96
gPPTX2UhTgdV,1,credit_card,3,206.75
v1u5ejLfBokF,1,credit_card,1,106.86
IqFZclC6WRBZ,1,wallet,1,10.9
vRrCWXiS5LKK,1,credit_card,3,60.37
HsWRlGtFmr4O,1,credit_card,1,47.57
qHLCB3d9SfZM,1,credit_card,1,510.69
vxz6EruEXucj,1,credit_card,1,14.77
VXAjrX951H6W,1,wallet,1,166.62
EbzPdGIbzpwj,1,credit_card,10,1729.98
fR4opIoF42jT,1,credit_card,4,29.89
AGwREzbBsd3X,1,credit_card,2,145.76
pQ7xFtMFYTHZ,1,credit_card,5,79.5
Ppad4rjrkrH0,1,credit_card,1,199.69
buLul6OmXRWo,1,credit_card,1,1014.61
LzCSsNKRCrVF,1,credit_card,2,531.17
qgfpQRsd8xRc,2,voucher,1,37.76
VDafYIVYlF5h,1,credit_card,1,138.08
ls33isNcDaKA,1,credit_card,3,75.36
8cDHgUtpsB7b,1,wallet,1,187.28
6EFTHF9yVwLB,1,credit_card,6,187.72
3rZ3f0NL2wLU,1,credit_card,1,18.59
2GT7Cmg4evpg,1,credit_card,3,93.11
lvQAL6alpqJy,1,credit_card,3,115.58
iyyMasVChgOf,1,wallet,1,51.53
yHsINyYvfOZe,1,credit_card,2,145.48
eEGVAfxA0OCk,1,credit_card,1,622.64
nH278cIgn0ii,1,credit_card,5,279.9
xcK9jesApODv,1,credit_card,1,149.71
ACBlbaVdSypZ,1,credit_card,9,128.82
pv4oE0SfkM8w,1,credit_card,1,114.79
MJh60IGS6myI,1,credit_card,3,251.69
kIjb8qqBSiAA,1,credit_card,4,144.84
X7DKnIuqCt33,2,voucher,1,186.36
5bCHkq89gFqJ,1,wallet,1,98.81
SymmS29dIcpH,1,debit_card,1,231.4
eDgwqUPdQJ3H,1,credit_card,8,197.64
wJFnJSQ7qZTv,1,wallet,1,507.17
LYHRkslryxZQ,1,credit_card,2,469.78
vebvUEqMn4iQ,1,credit_card,3,291.43
K2IjCcjWkupT,1,wallet,1,135.0
jPU4JAqXae5g,1,credit_card,1,112.15
PTgJRiqivru9,1,credit_card,1,29.68
9HFX2qlDnnBr,1,credit_card,4,36.84
chtEieDLg4gi,1,credit_card,8,553.0
UktzQkCqZZtl,1,credit_card,1,72.95
cSbeYPcwMwTw,1,credit_card,8,222.35
4kMN1P4Yblog,1,credit_card,3,990.54
kBgXk7nMZSp8,1,credit_card,3,1077.41
yc9ZqHveDFfM,1,credit_card,1,787.53
YOPNF3DAYsKi,1,wallet,1,112.35
DctVAk2iGAbT,1,credit_card,8,71.47
jYBl83wpH3iR,1,credit_card,1,197.0
gfoQcyrp6qoQ,1,credit_card,8,45.31
1IzRHQSqwVjW,1,wallet,1,77.92
qJL3fOlXR1rm,1,credit_card,10,134.55
oli8h4ZDmXNX,1,credit_card,2,105.67
rFKFVf77aOQ0,1,credit_card,8,261.13
7TBJ274soA7W,1,wallet,1,147.14
LQ2dcLSGH8o1,1,credit_card,1,1989.75
NS5Jf5XrTzoJ,1,credit_card,1,195.11
4LxBZBUCfEj1,1,credit_card,4,145.86
CrtuDlSfaxJQ,1,credit_card,5,491.97
B1j6flGin6dA,1,credit_card,1,68.34
Oh0dVavEK8XQ,1,wallet,1,3.29
Sa7f2gNFNHiN,1,credit_card,1,141.15
WChnDQHd1JuR,1,credit_card,8,20.08
J2EVHxeRUvmX,1,credit_card,8,41.02
sv6lO46EcVNA,2,voucher,1,86.21
AaOFQjbBqbXJ,1,credit_card,3,312.53
BEY8np9fTAhR,1,credit_card,3,163.05
ZeR9HWTR3LLK,1,credit_card,10,116.73
6aIp5905IdnQ,1,wallet,1,177.84
LTyrkkETxytw,1,credit_card,6,158.82
gOSF1DY6slB6,1,credit_card,6,181.07
DG6EpsQSR0bA,1,credit_card,8,99.74
ycIQ4jAt2zS0,1,wallet,1,264.71
Jy7LG4KrQOLy,1,credit_card,1,259.87
ZdNRL0jTu3e0,1,wallet,1,228.24
kLGDVQhElTX3,1,credit_card,2,380.74
6rwn99x8Yt8r,1,wallet,1,147.24
1WIRsNL1jSgF,1,credit_card,2,195.29
Cm5IVkDCXP13,1,credit_card,2,129.23
ollF1k20Slxn,1,credit_card,2,188.44
OoMkKaR2TNsv,1,credit_card,7,293.25
iLGbxO5ISCmy,1,credit_card,1,58.0
ksCs83CR9gq5,1,credit_card,1,91.75
DMXXVsuNZpO8,1,wallet,1,961.49
3HFUeO6ceKuD,1,wallet,1,69.95
wjqOo4OvoMgI,1,wallet,1,41.14
Wpo1FS3S42mu,1,wallet,1,1472.47
Hzuj7WJEqpWX,1,credit_card,2,40.15
krL17UzpxQ3d,1,wallet,1,2.89
BBiiUKZssIH1,1,credit_card,1,18.08
sMrO2if7t6FK,1,credit_card,1,423.51
sOePZ2BaYdap,1,wallet,1,143.67
picwXzZJ22Jd,1,credit_card,1,55.88
7L3sM029rGuX,1,credit_card,10,214.15
bs8ZosGBN0KI,1,credit_card,1,224.95
OC6tD1St6Sp2,1,credit_card,3,49.33
AvHyt6B4m8XI,1,credit_card,8,378.26
XrvY6wrmgv5w,1,credit_card,3,76.5
frqM4gNODZo3,1,credit_card,1,80.35
e69mW8kyqG17,1,credit_card,10,410.51
GT4geLUiFog2,1,wallet,1,514.6
RiCj7Vwgqh1X,1,credit_card,2,682.35
Ef5345itA1mQ,1,credit_card,1,145.45
Pz6PPl47mN3l,1,credit_card,8,163.58
14egCoW13WLz,1,credit_card,1,150.44
7efNlBrEm49M,1,credit_card,4,66.72
qwxCirLAfnjJ,1,credit_card,1,97.04
23K783n2nDMf,1,credit_card,2,44.35
hwrDlYyGjNSc,1,voucher,1,273.88
wcWCEBCjda51,1,credit_card,10,251.9
uxNiNT2BZRP2,1,credit_card,2,504.35
NwIf2h4HgABk,1,credit_card,1,93.11
Jq887G0JWO12,1,credit_card,1,188.6
OLKyP5AP8mpu,1,wallet,1,205.4
3qZPus65eUE2,1,credit_card,7,213.18
cMINTVIpDZ4R,1,credit_card,3,115.73
0XXz7mmKndK0,1,credit_card,3,277.25
YXQIGNxWHKwn,1,credit_card,5,152.27
EmKbfOQQyPPA,1,wallet,1,131.38
AubWrDQ6bGxF,1,credit_card,1,170.13
5xl1tkt3aKwy,1,credit_card,4,96.04
4T938XPzxi84,1,credit_card,10,172.97
quDH3TvuDTQJ,1,credit_card,10,213.02
ldMN1grF0HRF,1,credit_card,4,114.75
x5YVq5hk3Jf5,1,credit_card,4,79.03
wIyXEUlfjPtI,1,wallet,1,48.36
HNlPk2Hzo6zT,1,credit_card,3,82.22
ENzcdAV8BimX,1,credit_card,1,336.99
hJGKwXmLXbgo,1,credit_card,1,326.79
cjEutJTrAIsp,1,credit_card,6,123.37
m7lt1yr7TrkC,1,credit_card,4,267.56
ewL1FmMpGpFg,1,credit_card,6,110.88
b2WrWuBKbXtl,1,credit_card,10,245.89
KWjFkWX4OLpC,1,credit_card,10,816.33
5FFVyyVpnpKZ,1,wallet,1,145.45
2eQ9lf8dNQEL,1,credit_card,2,98.43
KCQiCcYrSS5t,1,credit_card,5,78.48
ZfmeqNbqszKr,2,voucher,1,411.87
QIb9T8IAdNRo,1,wallet,1,163.9
jDrNrkErQHoT,1,credit_card,5,436.14
LzIF5R3EGK6R,1,credit_card,9,62.77
6NzIaJNhdI0z,1,credit_card,4,114.65
qzNGSz0HNEHm,1,credit_card,10,177.42
XZ6EgR7WHv4x,1,credit_card,3,590.36
qXEKr3NcZlqp,1,credit_card,1,62.02
glRaSeIGBTdX,1,wallet,1,381.88
vAMTpEpFYQeB,1,credit_card,1,171.64
ZtB6JsKijw3t,1,credit_card,3,43.92
3Wq2qmKsuNmi,1,credit_card,6,68.91
FghNnTUdYKvG,1,credit_card,10,45.81
E04r4zbR4zGk,1,voucher,1,243.5
SrkuNbpIThen,1,debit_card,1,157.0
8A4r3JIxX8yy,1,credit_card,10,22.89
HLRPPxZQhKHJ,1,credit_card,1,166.02
i5rwTbSwrvWt,1,credit_card,4,137.55
6CQFeXMvup3q,1,credit_card,6,81.73
S4mDGDdcrJpF,2,voucher,1,159.95
q2Kt9LemFp3c,1,credit_card,1,7.52
46fFgj3PWi5K,1,credit_card,2,27.38
ji1XAqDYFBwF,1,credit_card,2,109.01
JqsSh9izG3PQ,1,credit_card,8,544.9
NYYDkjrTWTYI,1,credit_card,1,957.42
YWt7qDBLNmwG,1,credit_card,1,100.8
mz9Vn1GTLFtk,1,credit_card,1,115.82
HiAX5LbNNAIU,1,credit_card,4,94.42
qOMhbG4PDyyT,1,wallet,1,58.57
KvBhHGwVA9qG,1,credit_card,5,66.99
kWd4yPgQCly7,1,credit_card,5,109.69
VyxLY0zKJgi0,1,credit_card,2,104.53
VWwvUDGEvwzu,1,credit_card,1,30.3
jEXWAV1qIx7L,1,wallet,1,127.16
wDtGGc6sixVK,1,wallet,1,108.39
TpyERa9m0ntP,1,credit_card,2,232.08
ZYjd2CsoIeWq,1,credit_card,10,69.35
b168sCGwWiyM,1,credit_card,10,84.75
XLcQR2R9v6Bd,1,credit_card,10,386.66
3Dh7Wjf8XReF,1,credit_card,7,225.75
GzjgrrIJ4006,1,credit_card,5,255.24
CFWVcPIRZsjl,1,credit_card,3,60.08
NVF8B3gonv7b,1,wallet,1,245.87
sIzEsV2Gn8mw,1,credit_card,1,261.29
tQLl3yWA2AAi,1,credit_card,5,107.46
7jKdPFhLfrRm,1,credit_card,1,208.75
W2ceS2dmg3r3,1,wallet,1,420.47
71GjekhaWquU,1,credit_card,8,1322.97
bg0ItoxRWcN9,1,credit_card,1,220.66
TiZngwbfrKib,1,credit_card,1,274.19
WyISMQX9iPz7,1,wallet,1,110.02
AqHRbPGJrw3x,1,wallet,1,190.09
IJgQUN8tAyHo,1,credit_card,3,302.41
nhKXTnFSCJmY,1,wallet,1,30.3
HQZTWLDZAMBT,1,credit_card,4,158.58
7gQIWsxKoKw3,1,wallet,1,23.13
BnzSuXYCs9cD,1,credit_card,2,79.28
6IrRPa6j0mnd,1,credit_card,4,155.28
Vf8GaoaLKIBL,1,credit_card,4,410.13
r0espjStqUaB,1,credit_card,10,466.16
EOMwfapaxnsI,1,wallet,1,217.67
GQoBElhwRbVB,1,wallet,1,245.54
fXJTaQnjHEKp,1,wallet,1,76.38
rqveNBc7oqLs,1,credit_card,2,153.05
SmOBp8lAcSje,1,debit_card,1,274.29
gDfNXljqdVDP,1,credit_card,6,69.83
F2MH6181N6v8,6,voucher,1,161.3
2kGNfgJvmtWf,1,wallet,1,139.15
ngOwl72Udelw,1,credit_card,2,248.17
m5jkqdK5mhd3,1,credit_card,7,221.84
I2H8xYtpFut4,1,credit_card,1,120.74
7WMRDVmsZhqp,5,voucher,1,33.48
mHVRoyZE1xkO,1,credit_card,6,135.15
RcuXjNVmruWa,1,credit_card,2,268.64
Egh0MYCFAmbY,1,credit_card,2,370.57
kucWGotRKXYL,1,credit_card,6,37.81
BkSmmQdsHLTd,1,credit_card,2,158.89
GlXAdCblbACF,1,credit_card,1,151.64
2I1vAUUnmugH,1,credit_card,5,170.78
kwAISOpgLYpL,1,credit_card,3,187.8
Y1SknWqBneOL,1,credit_card,2,118.59
BTmpNBkBkAVj,1,credit_card,1,303.34
HKDvsiadd5EE,1,credit_card,7,53.73
YEIXtvTrYlTM,1,wallet,1,2.41
90h7bzslXJAG,1,credit_card,4,169.35
mDbgwLO537dp,1,wallet,1,514.6
G3UKJkibegp8,1,credit_card,12,20.55
3Y2L4qqPbEiT,1,credit_card,4,97.81
S3gbEqm7frdV,1,credit_card,6,21.87
AtCGkBsyMcRr,1,wallet,1,58.62
WCRq9OGiq1rD,1,credit_card,10,174.64
RdHRgF8bpKO7,1,credit_card,3,282.41
0QKDPMfBTALd,1,wallet,1,211.12
qDo4h7WlI577,1,credit_card,5,143.34
SHbMuflg7J4n,1,credit_card,2,34.73
u5Yjam8dY8dk,1,credit_card,1,73.09
8FJcdzbphE6B,1,credit_card,10,126.16
tKZpL08WnYir,1,credit_card,2,33.39
ZG3I66kXHNml,1,credit_card,7,276.65
Bvlc3ioSswqu,1,credit_card,2,456.0
kRFvZix5P3lO,1,wallet,1,138.99
VEXqbj7KsDM8,1,credit_card,4,122.33
F8sGNYIx7jxf,1,credit_card,6,73.5
PZp4CMAnCvEd,1,credit_card,1,408.37
sylbkT4aqPsh,1,wallet,1,23.79
7F588lTu1QzD,2,voucher,1,1330.88
OKdS9zGakh3h,1,credit_card,10,422.61
XtTeFQMZsu7E,1,debit_card,1,300.65
jM8SPRX9p33u,1,credit_card,3,174.75
VLPXmXyQWYRb,1,credit_card,2,213.18
ITm9qjPlgmpf,1,credit_card,1,725.69
ibENt6q4HBbd,1,credit_card,2,290.4
8NjjO8kLSJRZ,1,wallet,1,19.89
W9W2ccWScnKF,1,credit_card,4,26.2
phFy8rhl4llJ,1,credit_card,2,398.98
qoWRXSPSlVpI,1,wallet,1,56.53
IcY2DbK6QT2k,1,wallet,1,226.18
P7PITQUV13lT,1,credit_card,1,130.88
06yYSDGJV22e,1,wallet,1,1894.41
GBeEPjAChSo8,1,wallet,1,282.53
gnbrR4uwvASB,1,debit_card,1,188.78
UyiTtOthVcFV,2,voucher,1,1843.85
whYpyx1TzvYz,1,credit_card,1,125.16
T5E9nNubsqnL,1,credit_card,3,88.1
zstoLylt7utg,1,credit_card,1,546.87
b18JlskrwnVX,1,wallet,1,82.11
qqjDh5Po5uic,1,wallet,1,423.13
Zp2tLJ7soBUS,1,credit_card,3,64.68
6r2LYmA8qnPx,1,credit_card,1,65.23
W4yUAKGMmh43,1,voucher,1,128.25
EpRhUPzvi9zD,1,credit_card,1,20.76
7rHrUzhZLWGs,1,wallet,1,39.34
glkxjBstLBK4,1,credit_card,2,107.01
aeJpXrBDH987,1,credit_card,2,345.18
JYMyjTkJhUhC,1,credit_card,2,406.23
QmaIBcEuMKK4,1,credit_card,10,73.34
rKjfQaMzUMQh,1,credit_card,5,143.34
8ADAeIiRqMUO,1,credit_card,8,257.56
Zk89mOEIXNeU,1,credit_card,2,313.93
ivhRhdNcZ3d7,1,credit_card,7,103.43
aFmv5y37dZpA,1,credit_card,1,297.84
CxrqqdxsKC9K,1,credit_card,2,130.7
qt3rOS4ELonL,1,credit_card,5,221.07
UisCPy3H1qGn,1,credit_card,4,204.98
ghnOXBprJ29x,1,wallet,1,313.93
BxlCDVGZq32V,1,wallet,1,4950.34
4VAEn6kac4P1,1,credit_card,1,231.15
CmiLdN2hsolm,1,credit_card,4,166.26
XYhdCGijOJ1H,1,credit_card,6,26.84
nCDq6eJYZfva,1,debit_card,1,173.82
QKJpQTMZrPqj,1,credit_card,3,77.23
2nuwsDGSr0K2,1,wallet,1,186.42
PNbAroClRvR3,1,credit_card,1,127.4
6ktSufHgTzcH,1,wallet,1,332.28
CLityFkbD9dh,1,credit_card,1,561.78
K6jomEHZgG0Q,1,credit_card,2,212.01
HibfJtuwtkiT,1,wallet,1,40.09
AVgNpn225vhs,1,credit_card,4,423.13
HIRZQA6owH9u,1,credit_card,1,170.95
ZEFvr8iy0DLp,1,credit_card,2,218.23
X8sjZOv2e1Nt,1,credit_card,2,180.05
7ZJbvvi7zEkU,1,credit_card,3,112.85
rlumSng4c3ve,1,credit_card,2,1.61
zWSYCBQmR1eI,1,credit_card,2,59.09
tUzY9smpKWbQ,1,credit_card,2,107.82
FVN81Lhg0u0L,1,credit_card,8,558.74
qzlGHgi4Q8de,1,credit_card,2,270.85
2zxxRtMYNVef,1,credit_card,8,109.85
s3qNvAdYZist,1,credit_card,8,151.93
xCkvAh9W0d3F,1,credit_card,1,225.13
GRZFvmicb8yR,1,wallet,1,738.91
n0Vzo4hpy2Gu,1,credit_card,2,927.87
fsrl8aP7uIJT,1,credit_card,1,426.96
Jg3Q5kSyPaqm,1,wallet,1,156.35
J0Y6sykixpBD,1,credit_card,5,9.2
rOxQ6Tn34Nho,1,credit_card,1,328.51
K7fDtoyrQ22K,1,wallet,1,530.99
