order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date
tXfeySe4ONqp,B1XMZC2irLu3,delivered,2018-06-11 14:43:45,2018-06-11 16:31:49,2018-06-16 01:03:30,2018-07-12
tD76uSvf6KIe,C9XU58ElvaBR,delivered,2018-01-05 23:45:23,2018-01-05 23:54:42,2018-01-23 18:59:48,2018-02-14
tqBJTMMxRANH,TYiyPJLs3p18,delivered,2017-06-17 13:45:51,2017-06-17 13:55:19,2017-06-23 10:57:30,2017-07-07
l0MZ8zl6MNSG,EeONOb4qlWwC,delivered,2017-05-12 08:47:47,2017-05-13 03:02:49,2017-05-22 16:13:40,2017-06-01
4TCBh7sWwzvQ,2qeS93wtsCGA,delivered,2018-03-26 22:19:07,2018-03-26 22:30:13,2018-05-08 17:53:08,2018-04-19
62EGTzPamNzM,idI6J8xl6J6t,delivered,2017-10-18 14:13:08,2017-10-18 14:28:17,2017-11-27 11:59:00,2017-11-16
RKzkqKrCXqMx,64CpmHy1ShG8,delivered,2017-10-17 19:16:45,2017-10-17 19:35:54,2017-11-07 15:59:08,2017-11-13
FceLbDkmXPNs,xSECogoZ0rF5,delivered,2018-07-23 10:37:56,2018-07-23 13:24:30,2018-08-13 23:51:50,2018-08-15
pbTUIMllBEiY,NDKILJ110vvi,delivered,2018-02-03 13:35:41,2018-02-03 13:49:42,2018-02-16 16:52:04,2018-03-01
ajcO94w80Xgi,euoC9kv8BxtK,delivered,2018-07-24 11:46:04,2018-07-24 13:31:39,2018-07-31 15:24:39,2018-08-17
eeNaUptP23G5,zNVOlmClPIyl,delivered,2018-06-07 22:32:24,2018-06-07 22:55:51,2018-06-18 14:31:22,2018-07-17
t5X3AZiKl2ir,efPOgd2H6KHO,delivered,2017-06-13 10:01:28,2017-06-13 10:15:10,2017-06-19 21:24:53,2017-07-06
Xhm5MXBcnRu5,KIwsUGD6QlqX,delivered,2018-01-19 22:33:23,2018-01-19 22:55:57,2018-02-02 17:33:05,2018-02-14
u5ANAaNbjwmb,1jhzJ6VFUmOt,delivered,2017-10-11 13:35:05,2017-10-11 13:49:27,2017-10-24 18:17:57,2017-11-01
q7oJ4sSSB9v4,DhDOTzQp9J5P,delivered,2017-06-05 17:54:00,2017-06-07 02:22:32,2017-07-01 15:24:57,2017-07-04
Qnp4ArmlSww1,uvbqp387Pey0,delivered,2018-03-03 19:27:14,2018-03-04 19:28:29,2018-03-09 21:32:57,2018-03-21
EJiqp0q0QmDT,SFAeJSH2LBrz,delivered,2017-05-30 11:43:19,2017-05-30 13:07:47,2017-06-06 08:10:06,2017-06-20
xVYXIVVYoCZh,b8rX9PcUbVcT,delivered,2017-09-21 00:33:57,2017-09-22 04:10:26,2017-10-07 12:28:42,2017-10-18
S7yudUEMS4ei,bhQF6GlFVpLD,delivered,2017-11-27 12:29:29,2017-11-27 12:39:30,2017-12-21 17:38:53,2017-12-29
0MknhBv7XgD6,EIwjN1ppbnfw,delivered,2018-03-07 19:30:53,2018-03-07 19:49:27,2018-03-15 19:12:20,2018-03-23
RDAjGo6g5UTB,xvR4zpX4m2aI,delivered,2018-07-31 22:01:48,2018-07-31 22:40:24,2018-08-06 17:08:40,2018-08-13
j6dtiOJ6zDCW,q58kZjTsxnmT,delivered,2017-12-11 09:13:28,2017-12-11 09:30:22,2017-12-22 23:18:58,2018-01-09
K36O6VSYrWiE,Hac4wcbL8vwT,delivered,2018-04-22 22:00:48,2018-04-24 17:44:15,2018-04-26 21:05:31,2018-05-21
vVQ3ecOsdmUH,WKc776qAU0eI,delivered,2017-05-10 04:12:20,2017-05-11 04:15:18,2017-05-22 20:35:54,2017-05-18
THkNbu827K4Q,KpfTHpTsiNcJ,delivered,2018-02-26 23:06:10,2018-02-26 23:15:40,2018-03-05 18:19:05,2018-03-16
f2VguK81QHXK,Qgj70TiD5VWq,delivered,2017-11-10 22:50:03,2017-11-10 23:10:26,2017-11-23 18:08:27,2017-12-04
4t957cXmzu5k,DQs7cFuhM9NU,delivered,2017-01-23 18:29:09,2017-01-25 02:50:47,2017-02-02 14:08:10,2017-03-06
WEHY92zfxKw8,OTZ6T7r09b2e,delivered,2017-09-23 18:20:14,2017-09-24 18:25:11,2017-10-02 17:37:47,2017-10-18
6wFxxFoGt2vu,EGwl7iGmrR4n,delivered,2018-06-14 13:06:50,2018-06-14 13:20:14,2018-06-26 23:48:25,2018-07-13
vs1xRcrknRQW,q4vSyadfWJgp,delivered,2017-03-18 11:49:25,2017-03-18 11:49:25,2017-03-31 11:10:02,2017-04-12
65pjFwcKgCLn,NyUGuPnYbSVv,delivered,2018-02-13 22:54:16,2018-02-13 23:10:30,2018-02-26 19:35:23,2018-03-06
YfNNGdACBJbN,9lZP938t8XkF,delivered,2017-06-14 16:07:23,2017-06-15 16:10:14,2017-06-22 15:22:27,2017-07-07
sgb03ex5ibUh,mAojkXxJHVs0,delivered,2018-07-03 23:02:42,2018-07-05 16:26:57,2018-07-06 13:18:35,2018-07-27
t5BA2T07R2ki,GGwMGwCpSPHG,delivered,2017-12-18 10:19:45,2017-12-18 11:32:00,2017-12-29 20:00:04,2018-01-05
l4nTWCXPZLfg,DZy1SI5cE8p3,delivered,2018-08-08 13:50:21,2018-08-09 03:35:11,2018-08-14 14:49:40,2018-08-17
XSpIzi2g4pnh,o3PkOVDQBVkf,delivered,2018-07-25 06:56:57,2018-07-25 07:10:14,2018-08-03 18:13:39,2018-08-21
EQBPCZd2b8bJ,0PqKxiuNBOgI,delivered,2018-01-16 11:53:18,2018-01-16 12:16:22,2018-01-31 09:41:25,2018-02-07
pdoG8DZGTBhf,88NzQd1HOR1y,delivered,2018-03-19 18:53:59,2018-03-21 02:55:47,2018-03-26 16:20:53,2018-04-05
uwYlsu1KUAfx,A53BQd7KQVK0,delivered,2017-02-18 14:53:29,2017-02-18 15:02:49,2017-03-13 19:12:33,2017-03-23
F7nD6ZxjsDTc,w8nrXH49qzuB,delivered,2018-07-05 10:48:42,2018-07-05 16:14:53,2018-07-25 17:03:56,2018-08-06
IGJGzxmVNT15,dJgPpChepbqG,delivered,2017-09-18 16:45:11,2017-09-18 17:55:44,2017-09-25 15:32:47,2017-10-04
fxY6KU4Pq5DI,UzXhYTQDGaaJ,delivered,2018-05-18 18:01:10,2018-05-18 18:19:26,2018-06-06 20:26:25,2018-06-07
zVbvqkv2juRx,i5vdgMqLfmBg,delivered,2018-06-22 15:12:55,2018-06-22 15:38:27,2018-06-29 17:12:43,2018-07-16
U74FaSSjHszh,3JRbwO3DaYW8,delivered,2018-04-15 22:47:28,2018-04-15 22:55:15,2018-04-20 23:36:28,2018-05-09
wl79tehW9DzO,53gCc8UUkCq7,delivered,2017-11-17 21:43:36,2017-11-17 21:55:24,2017-11-27 18:28:38,2017-12-12
x4Nw6oVq6RJL,yU19VLkz1TSG,delivered,2018-06-03 20:49:34,2018-06-03 21:11:28,2018-06-10 15:18:49,2018-07-03
pEAO2PYjtL7b,O8pPlUEo6XaU,delivered,2018-01-12 17:06:53,2018-01-13 04:54:42,2018-01-18 15:42:10,2018-02-06
OKajDtc7BsVN,WziPCyUsX6kY,delivered,2018-06-06 10:11:20,2018-06-08 03:13:36,2018-06-15 17:32:48,2018-07-18
sQc5zpXQtoaD,76JM4CTE3wBk,delivered,2017-11-24 15:42:42,2017-11-24 19:18:24,2017-12-08 14:57:38,2017-12-20
Yx6ETgU83FAA,auyZAzc0lVZm,delivered,2018-04-28 12:29:17,2018-04-28 12:53:16,2018-05-03 18:07:48,2018-05-11
kzhRR8tDf1LK,SgPn3OvseBpE,delivered,2018-07-26 09:20:03,2018-07-26 09:30:11,2018-08-06 19:42:34,2018-08-28
NZ9Bw3pifJ59,py5rYiPsWJ9X,delivered,2017-02-17 10:01:37,2017-02-17 14:55:09,2017-03-02 10:51:53,2017-03-24
aWgJoNXBnGkQ,GuTBYhtLUOlE,delivered,2017-11-15 17:49:24,2017-11-15 18:07:36,2017-11-28 22:31:54,2017-12-13
xFC1MrdbKD0r,RDiMftpYbphb,delivered,2017-10-26 20:40:28,2017-10-26 20:50:22,2017-11-03 21:29:47,2017-11-16
dKJ8bqHQ16r9,gSt6vs9XtnAp,delivered,2018-02-28 15:57:50,2018-03-02 02:29:52,2018-04-25 19:05:01,2018-03-22
F68pINxZYqq4,e3VUeFHauRXo,delivered,2018-04-16 23:15:33,2018-04-16 23:30:03,2018-04-24 19:28:52,2018-05-23
2A6WqabLwaJv,5Oa1p6gfGJhA,delivered,2018-06-13 15:36:15,2018-06-14 15:38:52,2018-06-20 18:54:31,2018-07-05
z2FckKinT6Yj,pxj8uoPBBSI7,delivered,2017-07-19 11:54:51,2017-07-19 12:10:22,2017-07-24 11:52:27,2017-08-10
sorGOUtTIffJ,rpaLAprDVN5f,delivered,2018-07-25 14:47:45,2018-07-27 04:05:19,2018-08-11 10:46:38,2018-08-21
3w3dXYOFlGlk,FvSIvHCBojVy,delivered,2018-02-06 08:31:14,2018-02-06 08:49:43,2018-02-17 01:26:38,2018-03-12
1SqZoLXdRhlx,KdNwMiCdEFbV,delivered,2017-10-04 10:06:06,2017-10-04 10:25:46,2017-10-09 22:04:16,2017-10-20
01yQGWrIzDVl,MkUliB9ZIWyI,delivered,2018-01-22 14:07:22,2018-01-22 14:33:07,2018-01-30 15:57:05,2018-02-14
RCGuXuunnjYn,W3PGRfZJ2RiR,delivered,2017-09-12 08:00:03,2017-09-14 02:50:22,2017-09-25 21:22:39,2017-10-05
P9zapF7rplSZ,8P2e3PSbNjD6,delivered,2018-05-10 11:18:48,2018-05-10 11:51:42,2018-05-18 22:03:41,2018-06-14
hznrsBTIJuYq,on1WaBCAjbrv,delivered,2018-04-08 10:59:17,2018-04-08 11:15:08,2018-04-13 17:08:38,2018-05-16
Iwo9madlLOfl,co0O5FPMdILd,delivered,2018-05-22 12:46:12,2018-05-23 02:15:28,2018-06-01 18:02:25,2018-06-06
gV8H5BnFLRLf,RDggdmGFWPqr,delivered,2017-10-09 17:40:38,2017-10-09 17:51:56,2017-10-18 18:22:36,2017-10-31
99l3j2732Ed5,HoQio55pOfLB,delivered,2018-02-24 11:06:11,2018-02-24 11:28:18,2018-03-19 18:51:38,2018-03-27
kl4kTrjfdDxP,2qnWWJWDbDsO,delivered,2018-05-22 08:59:02,2018-05-23 01:18:11,2018-06-20 22:28:37,2018-07-04
3cVSZ3TDho8T,J5Wf7Czu99c1,delivered,2018-07-02 13:16:53,2018-07-02 13:50:31,2018-07-09 21:06:47,2018-07-30
q1ZJVFYIGQhy,WtDWNnTCxa93,delivered,2017-08-18 22:09:39,2017-08-18 22:25:23,2017-08-22 14:09:46,2017-09-08
OqjflEu3RDUf,8E0bNHiturhs,delivered,2018-01-09 16:10:54,2018-01-09 16:30:10,2018-01-23 17:48:34,2018-02-02
IywKnSZJV5jD,UCNEEvTgkMvy,delivered,2017-05-29 20:01:57,2017-05-29 20:15:19,2017-06-07 16:37:41,2017-06-23
4bGQgneZnv6l,hv4rkcvX2rQ8,delivered,2017-04-19 11:32:09,2017-04-19 11:45:07,2017-05-04 14:33:58,2017-05-23
Dhkfbam4t5Hu,fA8XlSAcxPNc,delivered,2017-08-20 21:46:36,2017-08-20 22:05:31,2017-09-01 20:23:37,2017-09-20
DLSlAsn284Ao,JYyqQGIKz68r,delivered,2018-03-24 13:13:08,2018-03-24 13:27:42,2018-03-29 03:22:28,2018-04-06
s94mT3gu6SUR,u7ANDGTAzdny,delivered,2018-03-13 13:32:06,2018-03-13 14:31:44,2018-03-30 05:49:54,2018-04-16
nZ3Oc1kNPeuw,dhrbRLQQBRTJ,delivered,2018-06-02 21:24:44,2018-06-02 21:35:15,2018-06-14 16:05:25,2018-07-16
bJqSoLlTUyVW,YpBDrS5gHngu,delivered,2018-03-20 20:31:23,2018-03-22 02:56:19,2018-03-23 18:04:16,2018-04-02
eOSUVH42Y26P,7VIiAOIPy2w3,delivered,2017-07-31 22:17:36,2017-07-31 23:25:11,2017-08-02 15:57:03,2017-08-11
K2yGLTZ1VqdN,Yy2090h4xGiM,delivered,2017-07-21 19:20:08,2017-07-25 03:30:16,2017-08-05 15:13:22,2017-08-21
kLiyRfh6aCCD,oyOgiD5Ww3wZ,delivered,2018-08-10 23:20:31,2018-08-10 23:30:19,2018-08-25 12:32:27,2018-08-31
83oH9IxQm0yG,X6OgAV5QOJVC,delivered,2017-06-08 01:11:03,2017-06-08 01:42:54,2017-06-19 21:29:38,2017-07-10
GD3O7sxX9F3v,4eDTNkNZ1srx,delivered,2018-03-05 12:47:02,2018-03-06 03:55:39,2018-03-28 13:57:02,2018-03-26
QPDalcUxGVZF,OYqZTQ90xjcU,delivered,2017-02-17 18:06:13,2017-02-17 18:22:51,2017-03-01 15:24:05,2017-03-17
hLyMMUJ1bu0v,LhnCJCYHIoWr,delivered,2017-10-29 13:42:54,2017-10-31 04:15:27,2017-11-09 20:51:39,2017-11-28
fFj3ZQRoFwGx,BJZzZnXeEnD4,delivered,2018-06-12 20:30:03,2018-06-12 21:03:41,2018-06-26 19:04:37,2018-07-04
WwDO2vM3Kdkg,dzPj6OU78ung,delivered,2018-03-06 04:20:34,2018-03-06 04:30:21,2018-03-16 20:05:55,2018-03-22
4DDyMWBbKcrh,HtUycT0NoZgB,delivered,2017-08-03 16:55:25,2017-08-03 17:15:21,2017-08-21 17:26:50,2017-08-29
pBKnqmt4uZy1,PtxBOq4u56gF,delivered,2018-02-19 15:37:47,2018-02-19 15:50:34,2018-03-06 19:08:10,2018-03-14
XJz3X0wJdeGn,ZKj1xYftdZ7f,delivered,2018-04-15 21:55:13,2018-04-15 22:11:58,2018-04-23 14:31:51,2018-05-14
8FRjEezE1azb,DLtuWvebTL0o,delivered,2017-05-28 23:22:32,2017-05-28 23:35:16,2017-06-28 16:09:45,2017-06-23
MzMZruvdeuLn,Wcf43Z2A8dko,delivered,2017-06-25 20:16:05,2017-06-25 20:25:16,2017-06-28 15:51:51,2017-07-07
C2gwZP9QkIMK,sirOb7ok62wA,delivered,2017-12-15 13:29:53,2017-12-19 09:53:35,2018-01-05 15:51:49,2018-01-17
pROepxH9d72e,E2nrOsjezZGI,delivered,2018-02-19 22:16:17,2018-02-20 07:30:54,2018-03-12 15:51:12,2018-03-16
DHVa4MWDdyfc,o9Qtyvsi7A85,delivered,2018-05-28 17:31:06,2018-05-28 17:55:52,2018-06-12 20:03:43,2018-07-05
p8ptArdGb2si,Rj64kbccBCyH,delivered,2018-04-08 12:39:48,2018-04-08 12:50:17,2018-04-17 19:38:32,2018-05-07
FID6vOHwV4zm,IHOjhSH6049y,delivered,2018-08-21 11:36:23,2018-08-21 11:50:55,2018-08-29 13:34:33,2018-08-30
SvB7diCDzKmL,Iyz8XXEZezeN,delivered,2017-07-02 16:32:27,2017-07-02 16:43:53,2017-07-17 16:15:44,2017-07-21
iSEBwJ7L4JU8,K1r5mIsh2m0p,delivered,2018-08-13 09:07:14,2018-08-13 09:24:29,2018-08-20 15:52:58,2018-08-23
D0BEZLmBE29A,E2Rc9p98xLzt,delivered,2017-10-22 23:02:00,2017-10-22 23:14:26,2017-10-31 19:19:43,2017-11-13
JmKMxOh74bsx,SqgFQPK6K109,delivered,2018-04-02 21:38:23,2018-04-02 21:49:11,2018-04-10 14:02:57,2018-04-18
u7HicyvcsWmR,NobdBte8q3Pr,delivered,2018-02-15 08:21:04,2018-02-15 16:50:34,2018-03-11 19:51:37,2018-03-23
JJ43qlKH3A05,RaRL6Bwd0tyO,delivered,2017-02-06 17:06:39,2017-02-06 17:22:08,2017-02-15 15:54:43,2017-03-03
VWkQ1YK0UdIs,8XJBdD0mEX1j,delivered,2018-03-18 20:27:58,2018-03-18 20:47:52,2018-04-05 21:40:54,2018-04-13
uKMvXYwbU5pq,jtnW5bmTfuSX,delivered,2017-11-29 13:26:17,2017-11-29 13:37:19,2017-12-11 18:58:07,2017-12-22
MuhRykEab3Da,QwiKfu77WkPS,delivered,2018-05-18 20:52:57,2018-05-18 21:14:36,2018-06-07 23:34:44,2018-06-13
1CW69epr5uHG,hlS3PYadTyCn,delivered,2018-01-14 20:48:53,2018-01-14 20:57:25,2018-02-09 17:22:33,2018-02-14
8i1I7H0Eykns,B4asZODHuM8n,delivered,2018-02-05 12:57:03,2018-02-05 13:10:53,2018-02-19 10:33:29,2018-03-06
CtcQu0WMgHBH,WfG8lJYKuPJu,delivered,2018-06-27 16:54:57,2018-06-27 17:10:39,2018-07-03 17:19:45,2018-07-25
f6Yo5UdR3vNR,oyVmCMZzxjGi,delivered,2017-05-05 12:54:05,2017-05-05 13:10:25,2017-05-29 15:59:44,2017-06-05
SQNRh2HWVmrn,QgH4qwKA3B7l,delivered,2018-03-10 11:31:10,2018-03-10 11:48:29,2018-03-28 21:12:27,2018-04-05
DAQWyWAVSH82,Wh0ZTWae42eM,delivered,2018-08-14 18:46:06,2018-08-14 19:04:18,2018-08-16 18:26:46,2018-08-20
e3TpzZTc5haE,DJ3JnfMPsZ4y,canceled,2017-09-10 16:41:44,2017-09-12 07:50:19,,2017-09-27
Xc9vt0jiKqyX,HRYuwyA0ao4u,delivered,2017-10-18 23:22:47,2017-10-19 00:40:20,2017-10-31 22:24:51,2017-11-28
NbLWKc8WrLGk,0AH2ZddjGvuL,delivered,2017-06-02 18:12:44,2017-06-02 18:25:08,2017-06-14 16:33:07,2017-07-05
3SZkLY7s9ZKB,8XZk3rMGM0vL,delivered,2018-08-24 09:17:45,2018-08-24 09:30:13,2018-08-30 14:47:47,2018-09-17
OWURuaINz6Nk,hUBSYOrNaMsf,delivered,2018-07-23 20:46:18,2018-07-24 10:31:40,2018-07-27 16:57:46,2018-08-06
VHl9xSCFxy1O,TzoCSRHyPaM6,delivered,2018-04-23 08:51:28,2018-04-24 19:17:49,2018-04-26 16:32:48,2018-05-10
PpOuEbtfxMVZ,gFyQouNc8lQh,delivered,2017-07-31 20:47:50,2017-07-31 21:15:09,2017-08-04 21:04:49,2017-08-25
LX7ATdUgMt2W,NLGtoo3UlKXn,delivered,2018-07-04 22:57:46,2018-07-05 16:23:38,2018-07-11 23:34:36,2018-08-06
80fMwgLWw02P,jjWc60ZWB69d,delivered,2018-05-15 17:36:10,2018-05-16 08:53:17,2018-05-25 18:04:46,2018-06-12
S5Abrl950lIG,JqVYnuWR8bgU,delivered,2018-04-06 02:13:33,2018-04-06 02:28:33,2018-04-23 14:52:37,2018-05-04
AL8kBVjgfeGq,0qLg4SM5mrUE,delivered,2018-08-18 14:03:10,2018-08-18 14:15:18,2018-08-28 01:18:48,2018-09-06
coIgAAqOvZxy,Z091TYsRsBNa,delivered,2018-03-03 21:55:12,2018-03-03 22:10:33,2018-03-19 15:28:37,2018-04-02
84XCZXZ2pTNe,3Qx7TtLISrJL,delivered,2017-09-21 12:45:12,2017-09-22 04:32:20,2017-10-10 17:08:19,2017-10-26
ymVnNuUAV0ag,MUWG873X78t2,delivered,2017-08-04 23:18:15,2017-08-04 23:30:16,2017-08-14 18:34:03,2017-08-24
qpbWFTG2vVDI,MZLCFNqIu2Gb,delivered,2017-05-07 11:24:29,2017-05-07 11:35:10,2017-05-23 11:04:49,2017-06-02
haYzjfYU3E4t,jBmViSDmpLRx,delivered,2017-07-20 13:38:18,2017-07-20 13:55:10,2017-08-03 17:23:48,2017-08-18
f2wmN9LMFjmV,oDutHUY4VVcX,delivered,2017-11-03 00:01:36,2017-11-03 00:15:39,2017-11-17 20:11:36,2017-11-27
grT8tV2chlwR,9267rqYcAdfD,delivered,2018-08-17 15:33:51,2018-08-17 15:49:39,2018-08-24 17:38:52,2018-09-18
9AQyqlO8a4jw,kxEaXzOdVhd9,delivered,2018-01-22 00:41:22,2018-01-22 14:06:16,2018-02-01 01:25:38,2018-02-20
NEjZPq9Rwu2o,kjL2kWPbpspT,delivered,2017-10-15 01:16:54,2017-10-15 01:49:37,2017-10-20 22:40:00,2017-11-07
m9yXgvpO2Ym4,T1u4CsP2UJ0I,delivered,2017-07-05 13:27:40,2017-07-06 03:24:07,2017-07-13 17:38:00,2017-08-02
BpvOwNo2wX6G,CWVA6xt2a4t1,delivered,2017-11-24 10:26:27,2017-11-25 04:18:20,2018-01-16 13:09:55,2017-12-18
38tojC8YlXxI,SmcZvVfH8PxP,delivered,2018-01-22 12:38:35,2018-01-22 14:24:55,2018-01-31 21:14:36,2018-02-14
V6skeCjOuct8,GQ8aq70f48es,delivered,2017-08-10 00:49:16,2017-08-10 01:05:10,2017-08-17 16:13:44,2017-09-01
g8ZwttyfsN1H,8isCYs5jRRvx,delivered,2018-06-06 13:23:43,2018-06-06 13:35:10,2018-06-22 00:32:47,2018-07-19
HgDiiJxL9C0s,a5lu7weW8lsp,delivered,2018-06-04 15:29:14,2018-06-04 15:51:50,2018-06-06 21:38:43,2018-07-05
hNogwrXRLlkS,9GNPZ184m6jk,delivered,2017-08-31 13:06:43,2017-08-31 13:24:13,2017-09-15 19:17:25,2017-11-23
jlaT7FKqzWwP,IDvvDVQIDADY,delivered,2018-05-06 12:34:03,2018-05-06 12:53:26,2018-05-11 17:23:25,2018-05-30
zh3a1sny5OS2,Cw8VPy7mMqbx,delivered,2017-12-16 17:23:00,2017-12-16 17:33:44,2017-12-26 16:19:05,2018-01-17
TaUHm07oyCfu,tHfSlMaWWItB,delivered,2018-04-17 09:22:30,2018-04-17 09:35:16,2018-04-23 13:12:50,2018-05-15
sSTUINNTs2SK,lhryW3G1KxCU,delivered,2018-05-25 17:48:07,2018-05-25 18:18:17,2018-06-05 23:06:09,2018-07-03
mK0H53ARHprU,qgmV1ar12J70,delivered,2018-04-10 08:42:53,2018-04-10 08:55:33,2018-04-20 10:59:02,2018-05-02
lDNfItcp1ca5,5cfpa6weYOOH,delivered,2017-11-24 10:00:18,2017-11-28 02:51:33,2018-01-17 17:46:03,2017-12-18
2vHOFozZQqL7,hVLqjD1pKWsF,delivered,2017-07-19 21:54:58,2017-07-19 22:10:14,2017-07-28 18:55:47,2017-08-17
3A0QxI3cURxi,CIz1eabDHNJo,delivered,2018-08-02 20:14:29,2018-08-04 04:05:27,2018-08-07 20:35:52,2018-08-09
4vrTfJ5G2i7c,wtnypLmAepnX,delivered,2018-01-12 23:30:41,2018-01-16 03:40:05,2018-01-30 21:28:21,2018-02-06
EfzHgcaFu2qv,bM0hHAn63mRB,delivered,2017-11-22 09:16:35,2017-11-22 09:24:22,2017-11-23 21:49:43,2017-12-04
jifzFcjhALUq,Kv93cFzrqjP6,delivered,2018-07-05 17:52:32,2018-07-05 21:15:19,2018-07-17 00:41:09,2018-08-08
hH6gDfEuCN9l,8tgm018dXS9H,delivered,2017-06-05 14:15:53,2017-06-05 14:25:19,2017-06-19 14:23:48,2017-07-04
cBzwWqmDX6pQ,VBYnioWCs31n,delivered,2018-01-31 21:54:29,2018-01-31 22:09:53,2018-02-02 22:13:14,2018-02-16
jDgPDrmGPr7q,sEEG9JdMnCH6,delivered,2017-05-11 14:19:13,2017-05-11 14:25:14,2017-05-19 18:42:02,2017-06-06
LEymEKz1Htq1,RSCTHWeDT7dU,delivered,2017-07-19 21:45:35,2017-07-19 22:03:29,2017-07-28 14:40:37,2017-08-17
Dazy7Hhc14EF,QK1Uobo5uhSl,delivered,2017-08-15 17:05:06,2017-08-16 18:10:15,2017-08-28 20:21:47,2017-09-06
tzbLjMeKFWcO,1hwLW46mLtzy,delivered,2018-01-25 08:48:39,2018-01-26 03:15:48,2018-01-30 20:58:08,2018-02-09
51NigAm3IRyb,cgB8hluB6sO4,delivered,2017-05-28 18:04:09,2017-05-30 04:30:38,2017-06-06 14:01:46,2017-06-23
6xN282ygIsrR,7b3hPqey15Au,delivered,2017-05-15 18:46:52,2017-05-15 19:02:37,2017-05-24 12:38:19,2017-06-06
iiXbtQecf3cT,do8iBYCTLDGW,delivered,2018-01-05 00:06:58,2018-01-05 00:13:22,2018-01-12 23:35:27,2018-02-06
8MtMKaq2Mtoe,Aay6ur5FVaCC,delivered,2017-07-14 17:10:11,2017-07-18 05:55:29,2017-07-24 16:52:48,2017-08-10
cff1I23doiXG,sxVLeBemP6s2,delivered,2017-12-15 16:08:36,2017-12-15 17:01:08,2018-01-06 00:46:52,2018-01-15
5Lu5gaNsDCpp,SYweTbf6JAkV,delivered,2017-10-04 18:12:57,2017-10-04 18:28:22,2017-10-12 17:43:26,2017-10-27
ojyXq1uc6bVt,UDWTcDmjd4FU,delivered,2017-04-24 23:16:45,2017-04-24 23:25:19,2017-05-11 05:33:50,2017-05-23
MZym8sHMu2LM,k22YYc6iDwzq,delivered,2018-01-29 17:44:02,2018-02-03 23:31:44,2018-02-16 18:56:33,2018-02-20
xGGC0gzlPKnx,J8oXyqb6Wv0s,delivered,2017-11-15 18:44:53,2017-11-15 18:55:35,2017-11-17 22:32:13,2017-11-29
h1d64ozI0IXD,TxBeOD9qBzan,delivered,2018-07-16 08:22:32,2018-07-17 07:31:34,2018-07-23 18:21:32,2018-08-08
HbLGySqHkNjD,BYf8g4pmwV1d,delivered,2018-03-19 10:21:46,2018-03-19 11:31:11,2018-03-29 23:09:34,2018-04-19
u5RjaqB8aBbp,sbFkbZGuXQmE,delivered,2018-04-29 22:31:37,2018-04-29 22:54:54,2018-05-03 15:03:29,2018-05-25
kheOhhGlZF9j,9sMukhmkSO45,delivered,2018-04-30 12:31:24,2018-04-30 12:54:26,2018-05-18 20:32:05,2018-06-01
TMRGKmRjb94e,GyCxI8QOafvR,delivered,2017-05-02 18:34:59,2017-05-07 23:32:26,2017-05-20 11:44:48,2017-06-09
eYzCoYdRd4SR,cnYfNxpTvoLz,delivered,2017-11-24 01:22:42,2017-11-24 01:33:50,2017-12-01 21:12:09,2017-12-14
LsyrRK6SRm2R,yNMRvVFu77kN,delivered,2017-12-18 13:51:18,2017-12-18 14:57:26,2018-01-10 00:27:25,2018-01-16
jHV8BsHYzeUn,qE0almBLfhM9,shipped,2018-07-19 08:22:46,2018-07-19 08:45:11,,2018-08-14
A8SdgloWFhtf,BNOxrsDEoahw,delivered,2017-11-27 16:58:45,2017-11-27 17:20:06,2018-01-09 01:15:25,2017-12-26
GqZuwdJbgRTB,yXIQUhryTplw,delivered,2017-11-27 17:51:39,2017-11-27 18:11:07,2017-12-15 23:23:46,2017-12-26
MiCGvf8JjIIK,ygxnVjOzOM6G,delivered,2018-04-25 10:50:33,2018-04-25 11:09:04,2018-04-30 14:12:30,2018-05-09
2LiWPgLvxFQB,hnqsDNV543FH,delivered,2018-06-24 16:58:09,2018-06-25 16:55:39,2018-07-03 19:18:43,2018-07-18
VoQZaNaCa1RD,JuWZDpe2vyRt,delivered,2017-01-21 06:58:31,2017-01-21 07:10:09,2017-01-30 13:57:45,2017-03-21
94n8g2PbQ1L2,zmP99WOoD92K,delivered,2017-03-11 12:35:02,2017-03-11 12:35:02,2017-03-27 15:57:40,2017-04-12
ztpsI87TY2Oc,uT3xBk7ZiBfZ,delivered,2017-10-08 11:06:54,2017-10-08 11:14:12,2017-10-23 22:11:46,2017-11-03
z6IxvaftPZDJ,HPtVEdtnqP60,delivered,2018-03-22 11:33:47,2018-03-22 11:55:23,2018-04-02 23:11:24,2018-04-13
mbBPJYWyFiOx,q99J5pRzt5Vm,delivered,2017-09-19 21:16:51,2017-09-19 21:30:18,2017-09-29 19:45:32,2017-10-09
tG11VPi7q0Ky,i9FL27avttcy,delivered,2017-12-05 16:24:16,2017-12-07 16:16:27,2017-12-18 22:22:18,2018-01-09
Xp4IG71D045T,h0pdsT4S7Nco,delivered,2017-11-23 22:30:08,2017-11-23 22:37:26,2017-12-24 19:27:47,2017-12-19
rLo9mNpKOZe1,nE4yBP55p5AR,delivered,2017-11-05 20:11:40,2017-11-05 20:26:45,2017-11-13 18:54:39,2017-11-24
