order_id,payment_sequential,payment_type,payment_installments,payment_value
W916g93v2axc,1,credit_card,1,204.02
PHBfAKuevE38,1,credit_card,5,486.55
45OusjKv9Mg2,1,credit_card,7,162.36
ZMv7qYe9SdOO,1,credit_card,1,19.01
Fu6m2ON9cn57,1,credit_card,8,103.6
ERXco7GDPDXM,1,credit_card,5,123.97
RMD5kFOfBKOv,1,credit_card,2,231.37
4iCcqlLhqjqC,1,credit_card,10,55.78
wdSTxf6F4JTT,1,credit_card,1,307.43
XqtvQUMmBcpn,1,credit_card,7,154.45
33FNJGHtFiLF,1,credit_card,2,320.89
NfJqmolQYe3E,1,credit_card,1,103.87
JLqtlhySE5LX,1,wallet,1,313.93
nxslANiqNNOV,1,credit_card,4,27.07
UfJe6nFK80mn,2,voucher,1,84.67
nrnne2f0H7A8,1,credit_card,3,118.82
exxNvrKgeWOM,18,voucher,1,54.96
1VTz4zMMLEAc,1,debit_card,1,212.24
vtch2n1TCmsE,2,voucher,1,27.53
FNqfsk0m84ws,1,credit_card,1,297.95
8J9rOppEzgys,1,credit_card,1,64.68
kDtRWfmWDR9Q,1,wallet,1,908.43
HHsIx44ZKAbQ,1,credit_card,1,27.45
3EypvjnxhhvA,1,credit_card,6,252.0
SLUMEK3vq9wP,1,wallet,1,40.16
yGLJ3w10YHze,1,debit_card,1,44.59
C7AXPV6Eedpi,1,credit_card,8,39.0
JOSDfthcvTyJ,1,credit_card,6,4.45
ejN3XTt4mg7N,1,credit_card,8,1319.32
dxjh5xeZEn1j,1,wallet,1,128.74
5ng0vWlytes9,1,credit_card,1,142.22
wWaRcHVQp9Oe,1,wallet,1,133.3
exmmKG8vZMCP,1,credit_card,10,61.77
zRvXb5079WzR,4,voucher,1,59.29
o10AgE9xlE5o,1,credit_card,2,38.51
0kGeQt5FA8RM,1,credit_card,1,358.64
KHVcGPiU6Za6,1,wallet,1,307.94
13rBDiHQNf9G,1,credit_card,1,255.24
xmsF44HQljW3,1,wallet,1,804.72
FQwxizWZc32V,1,credit_card,10,1020.78
t5ZqAu0GVXOG,1,credit_card,1,159.89
ZBY5rMos0Q1x,1,credit_card,4,130.32
mFsL2nlCe5od,2,voucher,1,19.45
UQankbaWJP3m,1,credit_card,4,27.09
yuFXLKSzxoIW,1,wallet,1,576.2
OqLVlhHR28Sv,1,wallet,1,18.06
NYrXedAbCTTd,1,credit_card,2,20.77
PqT34ZL67pQW,1,credit_card,3,98.19
aWXFQH9m1rwm,1,wallet,1,98.35
PXJxg4Kzfcl1,2,voucher,1,1843.85
XFRR0dVBBHTy,1,credit_card,1,50.39
MHmurYnKDdx4,1,wallet,1,461.94
Fgz10vIkiON0,1,credit_card,1,1221.39
TY76hS5d3hsD,1,credit_card,1,192.5
lCYj6Y12WR8L,1,credit_card,3,64.85
CzM0NsXpE5yn,1,wallet,1,149.81
nWbzGcHTBPos,1,credit_card,1,65.86
5wN3Vmn3c1AA,1,wallet,1,93.87
27ULlrLZOO5D,1,wallet,1,46.78
hsykrBOnQ974,1,credit_card,3,79.77
zYH5gQ2lGHSc,1,credit_card,1,53.35
6pK8kLOHhJcv,1,wallet,1,85.86
lwyw1CG9ufMK,1,credit_card,3,186.52
np6mJO2mwqpZ,1,credit_card,1,83.04
gOeZkUDWTBKd,1,credit_card,5,1303.5
dkhz1OZPgO8K,1,credit_card,3,8.28
EB1nj1eO6GND,1,credit_card,3,155.57
qzoYluuqaWU9,1,credit_card,4,78.12
2BYeBf9RIQBC,1,credit_card,4,847.32
DTMfBZW3cus1,1,credit_card,1,267.45
rQr0k85WukZK,1,credit_card,10,262.07
iDfapD0V4mW9,1,credit_card,4,40.53
26u1ezF47eXQ,1,wallet,1,9.25
JM4CgYXhzVx0,1,credit_card,1,18.04
i065iwUCO56B,1,credit_card,1,113.41
B5QE8gOpx90u,1,credit_card,10,169.85
BbfhpbB0iC7C,1,credit_card,4,277.63
0w5MgW1mNa9O,1,credit_card,3,676.74
KDYAkkiGMQ41,1,credit_card,3,149.38
sxHUnfFb8q4j,1,wallet,1,166.99
9vIhYrzQO9Cc,1,credit_card,1,631.46
sPKFS8AspLti,1,credit_card,5,814.4
08Fwl1gsf52M,1,credit_card,1,277.99
VwuV00GRlQTr,1,credit_card,1,308.86
ebeTaat7LSXN,1,credit_card,1,948.98
lrmnvFdyU3tK,1,credit_card,1,40.37
VM4adXpw64Qy,1,credit_card,1,5.78
0hg10Gx3k67Q,1,credit_card,10,696.61
TP7qwnOSKaxQ,1,credit_card,3,150.58
PTZ6BlFdrwpj,1,wallet,1,26.86
0MmZcCopYKil,1,wallet,1,72.95
yOqPTn6u63MG,1,credit_card,1,698.1
ZuQzq01JAwtY,1,credit_card,1,133.98
aMTv64D3952O,1,wallet,1,230.1
h28ZNvtiU7WD,1,wallet,1,56.62
gMVtK0onUtN3,1,credit_card,1,283.96
nG24021amLZR,1,credit_card,10,226.66
A5jobW1h5nFf,1,wallet,1,222.14
nbxHciednOL8,1,credit_card,1,124.29
gqp3Jn1eOLK1,2,voucher,1,145.48
zDTL5Ny3ooc5,2,voucher,1,1843.85
B4TRqG93eOMG,1,credit_card,8,643.16
Aak71WvZn7aq,1,credit_card,5,1458.51
u5vZQZS64u3i,1,wallet,1,138.64
pzXRUP6AwOP0,1,credit_card,10,106.58
THilrkJyEIHv,1,credit_card,3,87.47
Dzk8bwt6jTGg,1,credit_card,5,126.71
KfgFcESSfa7S,1,credit_card,10,86.46
RXWlT8ZKIqqe,1,credit_card,10,240.27
iR2BwkXUEAat,1,credit_card,6,424.26
DujHIqnE1IT1,1,credit_card,3,665.87
l4mWFH1ldTNL,1,credit_card,3,215.6
C1O4xHqypUOA,1,credit_card,1,94.91
Z6KNwxvkP5RK,1,credit_card,2,324.59
cABhMmL7Zg3b,1,wallet,1,82.07
DM3GDKJm49kq,1,credit_card,6,259.56
HFh5tbtZ8jGs,1,wallet,1,61.69
CBAJ3fuepltk,1,wallet,1,107.14
FfKDQTqyR6Bf,1,credit_card,6,233.16
qzwPMVcnGno2,1,credit_card,1,649.82
VIBq9KhMAgQN,1,voucher,1,114.44
adhmNc2usrhT,1,credit_card,10,94.91
hta1MzXMqXBH,1,wallet,1,69.12
jOPwWn5JpLZr,1,credit_card,1,754.27
hWncZK3u0gVn,1,credit_card,2,60.05
T5oQhDXofL79,1,credit_card,1,33.18
3gjFQx6W974Z,1,credit_card,3,190.09
69vlowHPFU3x,1,wallet,1,168.43
x5qIkOcNaNJw,2,voucher,1,1843.85
bqm9waRFbePt,1,credit_card,3,182.13
zyqxyJQxaOQD,1,wallet,1,143.56
vfPvvdixDlIh,1,credit_card,3,66.09
vXDo0R47TdxM,1,credit_card,3,206.57
HiKuxy7mI7Q3,1,wallet,1,26.81
o8MY4J9ZH2Ee,1,credit_card,1,116.65
XV87jdz9UGrY,15,voucher,1,534.25
hmkN41mTzoSn,1,credit_card,1,811.77
d1eGBRig0BQB,1,credit_card,10,82.96
am8o8Bf5HwNA,1,wallet,1,75.56
hY24DPV5A1vI,1,wallet,1,119.51
SVtwDDUnxUh5,3,voucher,1,445.32
T6mMA77x2BC5,1,credit_card,10,359.5
Tq85JPxNuQAV,1,credit_card,3,215.47
VFXrRr1z1tfp,2,voucher,1,272.82
fVhmmRJHFoX0,1,credit_card,5,56.61
6UNlK9gpB7XN,1,wallet,1,817.03
lMP7oah9QP5P,1,wallet,1,5.78
3scAElrPQDEM,2,voucher,1,130.16
CGBkPXHy0Xjv,1,credit_card,8,715.34
sfxo87KVEGjC,1,credit_card,4,138.81
vrzonGkX9cvs,1,wallet,1,429.17
7z7x4h5rBHoU,1,credit_card,1,38.25
89sLiYbJiHiE,1,wallet,1,441.84
5C4u05sy2W0i,1,credit_card,1,294.31
PwBWCXDsvBzN,1,credit_card,8,403.32
GHI0pP56hJPd,1,credit_card,2,362.93
fjOxXcRRKiaN,1,wallet,1,1140.82
S4zzBCCvntCu,1,credit_card,7,395.5
LkAayVWTTFX3,1,credit_card,10,319.05
4EjhLdVMaImb,1,credit_card,4,294.73
ZdFvazxYbmhH,1,credit_card,1,284.81
jDt0ApoLbYrJ,1,credit_card,7,665.87
kxPkgfPaYuOw,1,credit_card,5,223.86
aGIvJ7YmkLrE,1,voucher,1,184.45
tD8RL213Q4Ly,1,wallet,1,211.44
D4rl6gbbx8Qj,1,credit_card,4,179.06
fief7lwABgPu,1,credit_card,1,173.76
Ye2b6qW43HiR,2,voucher,1,343.54
2ivbOeInV5P0,1,wallet,1,103.83
lcE4o7kvYcEw,2,voucher,1,16.2
SEKHqq05TIVt,1,voucher,1,173.4
T8JtBf2iq0dn,1,credit_card,10,166.34
jurv0q1IpEDs,1,credit_card,10,257.45
WrxNfwfZjW7N,1,credit_card,6,181.39
NYSa3qE5N6kO,1,wallet,1,208.77
9wNF8kG6c9Cv,1,credit_card,1,359.54
eliAltlEcqDM,1,credit_card,6,59.79
du4txOHx1ihy,1,wallet,1,665.87
QdDDvbsoSDis,1,credit_card,1,330.4
7BTk0d5HICcW,1,credit_card,10,79.43
BwKOQLABEhGF,1,credit_card,10,60.62
Ic6Z29tAlDxZ,1,wallet,1,115.06
i9A5YkQoow0x,1,credit_card,1,313.99
NpxC5P0vLa5a,1,credit_card,10,37.45
3x2hcQJ0w8Jd,1,voucher,1,251.65
kQjG5X3L1VGa,1,credit_card,1,296.77
JRzNLQFmlFps,1,credit_card,1,408.64
9sE7eREXeppY,1,wallet,1,240.82
ppB7Uo66cQXw,1,credit_card,1,108.05
QcAMwmH1uf1x,1,credit_card,8,89.43
HHi10GYPOa49,1,credit_card,1,140.4
jkaWKCMQW069,1,credit_card,4,58.6
fSk5LNw9il65,1,credit_card,2,49.84
z2KsF32uLYfm,1,credit_card,3,115.44
QM3gAK18PSJz,1,credit_card,2,2.62
moPa8Z4cDqau,1,debit_card,1,389.45
LilFD6rL4hRY,1,credit_card,12,135.97
j0LVVjZVpP1x,1,credit_card,2,320.31
vdT81zRpjCI6,1,wallet,1,60.56
Tk579s59OqGN,2,voucher,1,33.48
uutG5YO6GMOC,1,wallet,1,39.82
nSPZacGZnmin,1,credit_card,1,30.27
tPuOkGMRIE1X,1,credit_card,3,146.98
5Of5JdBuK4PO,1,credit_card,10,341.91
Kb4QUxWAgEW3,1,credit_card,1,263.12
fSM11qnnKbiy,1,credit_card,10,913.13
fBwFCLN1kje7,1,credit_card,2,307.89
yWFfvTywe066,1,credit_card,3,640.43
fDAmPaw4yIha,1,credit_card,4,302.9
yh1ZtN2goy4j,1,credit_card,2,348.48
VcW3ndLrR49y,1,wallet,1,439.5
j9JL6oi9C3af,1,credit_card,4,133.57
tWnx6a9gD8tq,1,credit_card,1,566.68
rZv0MmKUmcYv,1,wallet,1,64.87
sAicAUX4f7rR,18,voucher,1,89.27
Wz377mwpC65O,3,voucher,1,48.06
WiQFmq42z4rb,1,credit_card,1,161.95
DdsV7IKmkUBi,1,wallet,1,237.92
eoNe0AZcgvrB,1,credit_card,7,197.06
3Rom5xQmfPq8,1,credit_card,3,276.62
lWuOLUi8V0K3,1,credit_card,3,116.04
QNvk3VWgQv4J,1,credit_card,1,79.54
07SE9UkUzy7O,1,wallet,1,217.9
GogO5SEW9u2b,1,credit_card,6,156.35
r3I6rhpiaIEk,1,credit_card,1,63.64
d6dE6NuDQO3d,1,wallet,1,492.21
3ROCeilYCm0K,1,wallet,1,138.07
LXWupOOMez5V,1,credit_card,6,87.28
trXfDwTsjsWA,1,wallet,1,167.83
9Gb2PHbBlrAy,1,credit_card,4,37.38
bGxX19nJhmJQ,1,credit_card,8,63.01
rgMY0cb96HPL,1,credit_card,8,196.45
HQQbAxLr7eJj,1,wallet,1,8.47
oXAFpNJXeJ3u,1,credit_card,2,82.66
6WFWRgexa9RS,1,credit_card,9,281.87
RIiI1kPw8615,1,credit_card,3,52.72
1i2z3CVts83S,1,credit_card,1,272.64
iXkx2NJ5Q0qY,1,credit_card,7,692.94
YOiaERFPkoTs,1,wallet,1,198.54
cO5QiY4eem8m,1,credit_card,10,49.44
y9EtyG99zlTX,1,credit_card,6,1166.44
KZkcy46hHncf,29,voucher,1,210.89
0j62BlRrM3qR,1,credit_card,6,111.21
F9yLMYUgr7kN,1,credit_card,3,58.55
9NXRfnL4lC8G,1,credit_card,1,260.97
JBR1lSM5MjcP,1,credit_card,1,79.17
hFyPemVOW8qg,1,credit_card,4,492.21
PY7S34oN81A7,1,wallet,1,98.81
3PeqQKr3cHNY,1,credit_card,3,273.42
XQbKi8n9uELU,1,credit_card,4,50.19
TsMpCv9tfrEO,1,wallet,1,145.12
C2NIfafadgsI,1,wallet,1,29.65
s2y9pVa6G19d,1,credit_card,3,665.87
0i7VmhNDppe5,1,debit_card,1,34.84
0fpvnuNqOZU6,1,credit_card,2,240.68
fYDOydSzKnDM,1,credit_card,6,50.71
NerHaZMrBgHR,1,credit_card,10,257.68
zA9SkrfhckBF,2,voucher,1,1843.85
61y2Jjzuqx7j,1,credit_card,1,522.08
bUpL7g1WInYZ,1,credit_card,3,38.55
Aqx9ZhLxnpK6,1,credit_card,3,13.69
soWLTA0Mm21C,1,credit_card,7,154.45
zZWgIvp1Clm1,1,credit_card,5,155.29
m0dL724irxGy,1,credit_card,1,52.75
0mWsJ1riCd9r,1,credit_card,4,98.9
eVp5FRajQgf7,1,credit_card,2,1231.52
PwwnaIQiXtP3,1,wallet,1,194.11
K0m7d7Xko7k5,1,credit_card,6,207.71
tAVlKbfbef3k,1,credit_card,3,40.13
AHW18jVUjshj,1,credit_card,4,1129.85
nAa1Y8w8urHJ,1,voucher,1,33.48
28YvRqPqcWAA,1,wallet,1,514.6
k0cb2jKg2vc8,1,wallet,1,42.12
JW311MA7eS2B,1,credit_card,1,104.89
hvNlasNejrH1,1,credit_card,4,48.23
widax2bLYue5,11,voucher,1,80.83
Ku0TJqWJ6dSO,1,credit_card,4,102.22
zM2ITLX5GZcZ,1,credit_card,3,197.06
e7ITCSo6hnRN,1,credit_card,2,10.51
GYA7VWKrBo1u,1,credit_card,8,107.51
jqNo4Ps6riXU,1,wallet,1,195.0
QI18Yf5tmkvf,1,wallet,1,313.99
TKx8rvhzuPMD,1,credit_card,1,124.98
5taowYtKx3aq,1,credit_card,1,33.69
BXnAMNBPLKhC,1,credit_card,3,161.52
O2FUwPGx5kNr,5,voucher,1,388.82
gIdLA6zpR3QZ,1,credit_card,1,201.14
XDM7AwzV1bGG,1,credit_card,2,193.57
CoggYkCeTA1x,1,credit_card,5,352.66
i01WhFnecniO,1,credit_card,1,179.24
8HsahT6Y3TGh,1,credit_card,2,162.46
i13ZS1y7tKWk,1,credit_card,3,64.94
EPiYlZag8e1M,1,credit_card,2,151.95
edoMMAHgz0Yi,1,credit_card,2,44.41
eNzl0Qw7rPw4,1,credit_card,3,53.23
G8BY7K2pyB6c,1,credit_card,8,64.04
v6G0HZKVwqub,1,credit_card,4,540.04
pti01y3uAhff,1,credit_card,7,313.99
hOh6jFhUL6Pc,1,credit_card,1,144.11
8RUOMvT7V90e,1,credit_card,5,50.88
2gxzScEgWVx2,1,voucher,1,1241.19
fJbGtupIwqbT,1,wallet,1,1757.41
N8Y0nG05nqSn,1,credit_card,5,56.58
UBpvuDifnlXy,1,credit_card,2,410.59
cy9sNCDYkCUE,2,debit_card,1,232.67
EkoseEh4gstV,2,credit_card,1,343.4
JSFyx5kEVrdW,1,credit_card,3,222.86
zp6aNhCEtITi,1,wallet,1,27.23
TkR1USHVpzdN,1,credit_card,1,355.06
4pVdWFLCosG9,1,credit_card,4,873.86
tifes8vCWi9A,1,credit_card,3,313.93
mlPirqLf7whk,1,wallet,1,92.25
lkNi5vgwQXRS,1,credit_card,1,249.35
x2Tuyo7EU4gr,1,wallet,1,396.31
LZ4KE0FXeEiS,1,wallet,1,114.19
z7Bb76sG53um,1,credit_card,6,143.15
cXoZaintnLtP,1,credit_card,2,237.92
hZKqCjNWIrXI,1,credit_card,8,408.9
U161nDPTWDQo,1,voucher,1,148.7
mTPdmgIlVi4k,2,voucher,1,381.0
NYW3tPwyf6Lx,1,wallet,1,200.0
hRMvxo1vF0mC,1,credit_card,1,67.57
oJEteXdq1HjR,1,credit_card,10,65.51
v7Jeth5oFY64,1,credit_card,1,440.17
5joqT9h6gtgW,1,credit_card,5,281.96
543yc5192Tfp,1,wallet,1,97.44
Mc5LIA4QEwdt,1,credit_card,3,177.21
jxeHKodW7ELP,1,wallet,1,335.54
52bWLXKMjM1M,1,wallet,1,80.75
WDByvQp5FTH1,1,credit_card,1,310.27
05w4rjadPoJR,1,credit_card,5,219.98
GpCNZ5B7Bdrs,1,credit_card,1,140.76
fSMw1RYpibSz,1,credit_card,5,71.34
r4jdxtiOVqXK,1,credit_card,5,40.11
45wSX3dJKdHp,1,credit_card,1,302.91
N0de7jQSjxhQ,1,wallet,1,200.09
iHP5lbyBCOpz,1,credit_card,4,156.83
cobhWj2yTbYX,1,credit_card,1,202.15
Bz8X35FxmOm3,1,credit_card,4,168.29
rihUj7dU9K6X,1,wallet,1,203.82
INWZ6UVMmCF8,1,credit_card,5,1.53
pchvGAY7YoS6,1,credit_card,10,792.17
Xn5prPm5t8GH,1,credit_card,2,13.6
K6lxQvSe6QON,2,voucher,1,161.51
ihCH862pSWaW,1,credit_card,1,190.6
ntjbom4YrGBq,1,credit_card,4,559.26
ATikCotTcZzd,1,wallet,1,3.84
C5VV8pdqJ6GT,1,credit_card,1,121.64
K4wpzpyPOIzn,1,credit_card,1,82.2
hqlV7KDCYrTm,1,credit_card,2,185.18
eJ4BBNDfK22t,1,credit_card,3,176.0
aTp3WzBoRewc,1,wallet,1,207.9
RbaCZOhhnCsr,1,credit_card,1,187.39
MMMmQ79tKhEZ,1,credit_card,2,519.29
jKANqkV3n862,1,credit_card,4,123.31
HDjg5rekDwkB,1,wallet,1,343.57
CZMiawCbo2CN,1,credit_card,2,133.35
OHzOZgT7ZT9N,1,wallet,1,323.93
XqR4O0oNMf1a,1,credit_card,7,201.23
ERCzmiv49Dpz,1,credit_card,6,601.9
VVonltbdHjkb,1,debit_card,1,50.29
qFamJbvrMSHM,3,voucher,1,83.47
A8JiHCDnZeLE,1,wallet,1,162.04
KgFXwJRNzhVk,1,credit_card,6,167.31
cibpIpFAY9ec,1,credit_card,3,120.72
qzWGxttZJAWc,1,wallet,1,873.91
qfAqGrHogatw,1,wallet,1,147.05
jvTHrCeXYkq5,1,credit_card,10,215.19
0oyDfE2biErA,1,wallet,1,663.25
RuzgvSuGKDlD,1,credit_card,3,31.15
7JipzcD5kehy,1,wallet,1,101.6
dk9PcwSlUO0m,4,voucher,1,44.76
mziZq8t6ucpU,1,credit_card,1,148.39
cBC904nt7zpw,1,credit_card,1,300.09
cXjNYj7gTCof,1,credit_card,6,278.22
qCMJwYUrJqvh,1,credit_card,1,29.47
YVRoHIjlFZyj,1,wallet,1,340.02
ILHHkLkkCbtn,1,credit_card,1,34.24
w8HK20aCt86q,1,credit_card,2,335.09
8SVBVyWP4Dy4,4,voucher,1,134.15
WOb0r7JwptUA,1,credit_card,1,410.26
e0HQGKiZjEHS,1,credit_card,10,862.39
ylhhBFwGDzss,1,credit_card,2,263.79
GJZDDDIdPbSi,1,debit_card,1,45.82
VXpoiv0DtRdv,1,credit_card,3,235.32
iqV7inhAVqTy,1,credit_card,7,444.3
8GUHFQPGEqzs,1,credit_card,1,829.74
x3foptWmFGle,1,credit_card,2,173.86
iQvUUDeBnqV0,6,voucher,1,107.8
BtsswL5ap5dF,1,credit_card,3,536.71
zf0IIYUoQGLn,1,credit_card,2,105.79
YQXbPvoLdu0t,1,credit_card,7,135.92
F2UjQogK1PXx,1,credit_card,1,287.16
tvugq6aWhmkS,1,credit_card,3,126.72
x3fKHlnMiWo0,1,wallet,1,217.82
EOYULNY2jZfZ,1,wallet,1,211.44
ovfVepiFRuGG,1,credit_card,10,123.54
eZAp4vbH7uHX,1,debit_card,1,30.21
R6hPWT4Pevlq,1,wallet,1,199.13
gFYpvXX6TKOo,1,credit_card,10,447.62
7INxbTWBehbR,1,credit_card,2,88.93
PcFuOFBY7k07,1,credit_card,3,117.69
w1AQbCVPI5Id,1,credit_card,8,240.58
YkF0sUtSitz2,1,credit_card,5,53.6
oJO3d1IRa4Ea,1,voucher,1,40.45
05mqMoyh7Jj5,1,credit_card,5,139.06
qDNcQNv8rj2Q,1,credit_card,10,112.99
73HiQyZsOQYF,1,credit_card,1,145.91
SBGlyflRKYCS,1,credit_card,8,126.51
TLFp4IW9mtNr,1,credit_card,5,127.08
NPCb9ATH5uVr,1,credit_card,10,195.89
oxeMLXk0JOaw,1,credit_card,1,201.4
bb50I0q4QOgE,1,wallet,1,211.44
YQzpMsny44AH,1,credit_card,2,514.6
HteZcFN84AfS,1,credit_card,10,62.21
PzdirSwQon17,1,credit_card,1,161.08
L8rDUhVKRgem,1,credit_card,1,899.99
EymsxxjkKmlA,1,wallet,1,47.96
RB7kZ1OY0AVg,1,credit_card,1,346.09
2kfOaYx3cPkW,1,credit_card,6,317.21
f01msemz0qfU,1,credit_card,7,434.98
heD5pdZEdaAi,1,credit_card,7,229.24
f2bQpO9JXL0j,1,credit_card,10,158.83
YTF0iBQXtgTP,1,credit_card,6,208.44
aOJG3lPD8fYJ,1,credit_card,5,127.37
wBgHuUMPLep2,1,credit_card,8,313.99
t7XMLFKNso4f,1,credit_card,2,63.05
AFtTjtvUNyDl,1,credit_card,10,371.15
4vZB9VsOCJfb,1,debit_card,1,406.16
dikC9fYM9Lfs,1,wallet,1,526.67
yQU2nouwFIEr,1,wallet,1,7.3
U9WfsKfnLqBJ,11,voucher,1,534.25
OGLSsQllmo3X,1,credit_card,5,1617.84
JO4idk1vzSVG,1,credit_card,1,181.55
2bCx5duXdMW1,1,debit_card,1,723.48
wYuUXh9N01lF,1,voucher,1,221.94
kpyxIfoeuz3u,1,credit_card,4,80.82
saro0a0g1jei,1,credit_card,3,58.85
v9prLuKTrpRm,1,credit_card,1,217.94
Bj1COrt7ihDp,1,credit_card,1,65.81
KZUq7MIUSLVq,1,wallet,1,33.89
hoZ8oMxe09sB,1,credit_card,3,1803.24
aMtEiCze42QU,1,credit_card,6,57.31
yTGCQE4XQqIK,1,credit_card,4,182.33
rmbo1tI4QSfi,1,credit_card,1,48.24
HCTvPFK6Frou,1,credit_card,10,236.06
up3pdaqY5BqL,1,credit_card,10,262.24
U4AAGOZthd5r,1,credit_card,1,531.75
LLWe2tBuge9x,1,credit_card,2,216.94
Kl0WwGc7Ezib,1,credit_card,6,108.85
xnbB9b4UsfgH,1,credit_card,2,206.44
TKVcHh7bKmoB,1,wallet,1,5.78
UNDWBPSeLnY1,1,credit_card,3,136.94
c9kN0fhzuBWa,1,wallet,1,138.94
xMXqewPYjcVF,1,credit_card,2,303.64
NZITTBqFsWnb,1,wallet,1,706.19
nYCZoaLrWxOz,1,credit_card,2,55.62
DJtBUkuTm2CW,1,credit_card,1,1.77
3CTbaXrGDkkj,1,credit_card,9,227.05
OqJb0SkIHQq3,1,wallet,1,218.03
53tQZJl2sADN,1,wallet,1,134.75
k1ak2jRDCn51,1,credit_card,9,211.35
iZCfl25i3I8l,1,credit_card,2,109.52
kx4ozQIDD2XL,1,wallet,1,67.95
fakgv4iWcKVC,1,credit_card,2,698.1
rDV0hHyKyfMq,1,credit_card,1,70.83
WznQvBKFh7oo,1,debit_card,1,270.88
6TlfMIzG6I5B,1,credit_card,4,68.25
BQylbkAgMNCA,1,credit_card,1,83.23
idwd3rlmANMq,1,credit_card,3,120.31
nMr6RfOfMpKL,1,credit_card,8,101.94
Mq5o9weePssC,1,credit_card,1,116.5
aCAB6Ak3egRk,1,credit_card,5,175.35
mk1oxkn3boi1,1,credit_card,12,171.85
JbkE1FX9d0NF,1,credit_card,1,70.25
aWRqwWHeALBt,1,credit_card,1,424.4
tmSnDbufieCK,1,credit_card,8,105.72
WSY7rGBdtKDx,1,wallet,1,156.19
g8l6LkzzwkgL,1,credit_card,6,212.18
aJPKcqM0cCWV,1,credit_card,8,2759.95
TXuEJ4swupuy,1,credit_card,1,110.16
allMioXoHuE4,1,credit_card,4,18.59
qCBqgsWjNP14,1,credit_card,5,181.59
L6nw92fwjOoq,1,credit_card,10,0.17
3GRES9gcqiqa,1,credit_card,8,63.01
gOxnckSSUqaB,1,wallet,1,313.4
eyqefY6P13Lp,1,voucher,1,1843.85
znJvUQjp5801,1,credit_card,1,233.75
NSCInYkBezlz,7,voucher,1,356.12
nijstu4y9KnY,1,wallet,1,96.8
9NURc1q6227C,1,credit_card,8,233.38
TVw1lC7xXPNB,1,credit_card,6,52.8
IaNXQgMxPypF,1,credit_card,2,127.15
utMJrZ6FSpCP,1,credit_card,3,138.08
SIwtPlD5vWsH,1,credit_card,1,208.96
AhFCPVEuGQcy,1,credit_card,3,163.66
9pOSfZYKvN61,1,credit_card,1,320.07
AJ9gaSKhte4D,1,wallet,1,276.1
b2rYEyIOPtiq,1,wallet,1,159.89
K5eUKfh5xYGI,1,credit_card,2,396.03
s9sDMqw2muDf,1,credit_card,2,609.27
0EOwVblJHeQV,1,credit_card,1,512.62
KFQOipkZhEgF,2,voucher,1,145.48
fc2el39JPB41,1,credit_card,3,386.24
tf5vorUozHT5,1,credit_card,4,41.4
UlBzyTf592IM,1,credit_card,1,133.57
dAVsYFurGDvW,1,credit_card,2,90.74
kbL9Z1B2qQ79,1,credit_card,4,953.53
qINVEvZW1n4c,1,wallet,1,218.94
njfjibQQjBWI,1,credit_card,1,233.92
uAAVTohkjhW9,1,wallet,1,84.61
ReOT0UlnacLL,1,credit_card,4,80.72
klmERO4WuV74,1,wallet,1,96.25
90EkJ50Gdbnf,1,credit_card,3,30.09
eCb54DWJBtba,1,credit_card,4,312.64
6NUUiHUBglq8,1,credit_card,5,1055.92
OfCIEBp1Phoq,1,credit_card,1,54.53
JwPRAw7K4So5,1,credit_card,10,197.16
GJOPCsTbVmvK,1,credit_card,10,350.26
bhZK9qfkgYBb,1,credit_card,1,252.88
0zAijcJq0ySp,1,wallet,1,5.78
O70ZcVUIkUts,1,wallet,1,126.9
72HFT4sMEpn8,1,credit_card,1,74.55
ip1s3QrI6Kw5,1,wallet,1,88.93
TCwym0DwICNj,1,credit_card,1,557.62
r9kBaCTgNV4Z,1,wallet,1,226.88
mBsKNgQ2jiGI,1,credit_card,4,109.79
uZikxDMJ9t1V,1,credit_card,10,37.05
c7RnS2FTPr9r,1,wallet,1,665.87
m6TQmlULwyPo,1,credit_card,2,651.32
vuObqfS0cRxA,1,credit_card,1,27.87
HKRGoSZ7XJcJ,1,credit_card,10,70.21
9nywbceCqtWs,1,credit_card,8,3.91
UlqXJIHg5KIl,1,credit_card,2,22.04
PzH0mDEXj7Xl,1,credit_card,4,158.13
fcMvjuwJQBac,1,credit_card,1,109.35
c7rGw5ssLcUF,1,credit_card,1,204.84
NNAYbfYqumlc,1,wallet,1,590.37
5DPiErycD8z9,1,credit_card,8,81.14
nhUa0RoaqpTX,1,credit_card,8,1127.5
JEfkrv7cOJgD,1,credit_card,8,4.58
5ssmXwsKT1f1,1,credit_card,5,39.15
8kIuOaP0ZsDz,1,wallet,1,295.52
peZMAhqn0LMD,1,wallet,1,213.11
Avf8mhbegQBn,1,voucher,1,25.58
i8eIZ8PsKpzZ,4,voucher,1,161.17
KBebkrKfvRtR,1,credit_card,3,231.66
7g9Ctbb1av49,1,credit_card,10,13.44
SEaY5CqgPgEu,1,wallet,1,217.82
UgGMmXBJyt5M,1,credit_card,5,122.27
nFHSmoDYb31y,1,credit_card,4,165.31
12OpVlkz2r6j,1,debit_card,1,270.46
8T0MKxayvkaP,1,wallet,1,101.05
7Hu1NU0Ea47U,1,credit_card,4,115.88
lVduSNXat5fr,1,wallet,1,251.06
