order_id,product_id,seller_id,price,shipping_charges,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,CustomerClusterID,CustomerPriority,ProductSeasonalClusterID,ProductSeasonalPriority,ProductSalesClusterID,ProductSalesPriority,DeliveryClusterID,DeliveryPriority,DeliveryDelay,product_category_name,customer_zip_code_prefix,customer_city,customer_state,payment_sequential,payment_type,payment_installments,payment_value,product_weight_g,product_length_cm,product_height_cm,product_width_cm,quantity
8lHIc9WaVxqE,yifYVWda6kIz,OnC6iPAbNc8Z,68.1,39.75,NW7oWRFtKb6H,delivered,2018-06-10 11:54:10,2018-06-10 12:17:26,2018-06-25 21:08:49,2018-06-29,1,3,0,4,0,4,0,3,-13.590909090909092,toys,2720,sao paulo,SP,1,credit_card,1,107.85,147.0,14.0,10.0,12.0,1
Lg8oWxM3mPrn,7tbL78yJw6AE,WG2pVERAEzeW,131.1,60.46,tvOAhZc3x47J,delivered,2018-06-10 12:00:16,2018-06-10 12:17:36,2018-06-18 16:05:17,2018-07-11,1,3,0,4,3,1,0,3,-13.9,toys,33120,ribeirao preto,SP,1,credit_card,3,191.56,1050.0,40.0,10.0,35.0,1
2CV5fbqbUyJD,WTw4rAlS0w2k,sz6I1FR4ws2U,1094.04,116.31,X6cxpEHKp126,delivered,2018-06-10 12:11:41,2018-06-10 12:31:46,2018-06-12 18:42:25,2018-06-20,3,1,0,4,3,1,0,3,-8.0,stationery,95560,jundiai,SP,1,credit_card,1,1210.35,400.0,25.0,10.0,17.0,1
Q4cnHSbWpPBx,wAqpjobOTLMo,Fh5z5uvA4neX,36.89,150.8,lulvloeCw6xx,delivered,2018-06-10 12:36:06,2018-06-10 12:57:06,2018-06-19 14:04:44,2018-07-04,1,3,0,4,0,4,0,3,-9.0,construction_tools_construction,70324,nanuque,MG,1,credit_card,3,187.69,1200.0,16.0,11.0,11.0,1
263nFwAJKo6V,aiwqfVuUtUdW,5wnoHfXKSv4m,23.92,95.31,jdkZRUUCBmoL,delivered,2018-06-10 12:42:23,2018-06-10 12:57:11,2018-06-28 15:17:02,2018-07-17,1,3,0,4,0,4,0,3,-11.0,toys,58031,altamira,PA,1,credit_card,1,119.23,125.0,20.0,13.0,18.0,1
8DxHB3mMLA7N,n6UzclMNqF1F,LBEoQfjEp2pO,71.8,77.98,9LN168p7k1MF,delivered,2018-06-10 12:51:50,2018-06-12 07:37:11,2018-06-21 21:56:19,2018-07-11,1,3,0,4,3,1,1,2,-18.727272727272727,toys,19860,corumba,MS,1,wallet,1,149.78,400.0,16.0,11.0,12.0,1
u3Uni7zdgY3z,Otr4BvZDRLl7,IfkTaAAVww4a,107.6,7.66,MslQjOkAwUud,,2018-06-10 12:54:17,2018-06-10 13:11:38,,,1,3,0,4,3,1,1,2,-35.0,toys,72546,recife,PE,1,credit_card,2,115.25999999999999,250.0,50.0,5.0,50.0,1
ib5ckf5rZOWD,CcgmgGwPRMoo,oI8R7WsNWWBc,156.3,12.28,7nByZciCNuDj,delivered,2018-06-10 12:58:22,2018-06-10 13:11:36,2018-06-21 16:02:18,2018-07-13,1,3,0,4,3,1,1,2,-22.0,computers_accessories,57770,guarulhos,SP,1,credit_card,5,168.58,250.0,42.0,2.0,30.0,1
e473ndwDgFOj,MH9n6j80YNds,2jTASjIU2rIf,66.0,21.91,u5KVn9I76YZg,delivered,2018-06-10 13:11:49,2018-06-10 13:37:01,2018-06-14 16:12:34,2018-06-20,0,4,0,4,3,1,2,1,1.25,toys,15995,sao paulo,SP,1,credit_card,1,87.91,950.0,21.0,28.0,21.0,1
Z316VBhsco4v,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,22.86,icnluxSzvrpG,delivered,2018-06-10 13:34:49,2018-06-10 13:51:36,2018-06-18 15:58:28,2018-07-26,1,3,1,3,2,2,0,3,-16.1256038647343,toys,74660,rio de janeiro,RJ,1,credit_card,2,130.49,533.0,22.0,11.0,20.0,1
V3GSfS6mKhDp,j37mNaFLssng,7OKhjPME8ZK3,148.5,126.38,aSs8bGtGdvi7,delivered,2018-06-10 13:42:58,2018-06-10 13:55:13,2018-07-02 12:41:37,2018-07-16,1,3,3,1,0,4,0,3,-16.2,computers_accessories,8795,santo antonio de padua,RJ,1,debit_card,1,274.88,200.0,17.0,13.0,13.0,1
i2D0UchypnX2,rWnKrvqjlx0s,1buvip3eJWtW,169.99,37.79,tpK41GZP24PA,delivered,2018-06-10 14:03:38,2018-06-11 14:17:34,2018-08-09 19:40:47,2018-07-13,0,4,0,4,3,1,2,1,4.0,toys,12610,tangara da serra,MT,1,credit_card,1,207.78,9850.0,16.0,72.0,92.0,1
iiMjko7wZ5tW,uehJIHCWKiHV,UOGIrJtSldvd,30.48,25.92,lQahhyKQuMiL,delivered,2018-06-10 14:03:57,2018-06-10 14:16:40,2018-06-12 11:18:44,2018-06-20,1,3,0,4,3,1,2,1,-3.25,toys,2121,sao paulo,SP,1,credit_card,8,56.400000000000006,5250.0,81.0,13.0,31.0,1
TIhAQ4rVPdhM,A5M7CPrLsB0z,2EBnmKLQ6faA,538.9,35.69,imzjUV8OjxgC,delivered,2018-06-10 14:06:01,2018-06-10 14:31:13,2018-06-16 00:32:00,2018-07-11,1,3,0,4,3,1,1,2,-25.0,toys,86036,sao paulo,SP,1,credit_card,8,574.5899999999999,7050.0,38.0,33.0,34.0,1
pXz5aCQmNbP9,CDs2sMr88QFf,XLxN4hdOlYco,153.75,6.87,NDfYIFJsr5x3,delivered,2018-06-10 14:12:46,2018-06-10 14:31:41,2018-06-19 23:48:27,2018-07-03,1,3,0,4,3,1,0,3,-14.0,toys,5117,juiz de fora,MG,1,credit_card,3,160.62,50.0,19.0,3.0,11.0,1
0mf7xt58SvVE,cubVz2NChCmm,l1pYW6GBnPMr,548.35,34.33,UZCRfHmAm217,,2018-06-10 14:18:22,2018-06-11 12:38:08,,,1,3,0,4,3,1,0,3,-15.5,telephony,20030,sorocaba,SP,1,wallet,1,582.6800000000001,350.0,17.0,4.0,12.0,1
4rsf0np6C5vP,OfYbf6ptQ7S0,DhnYfWO3PJ5F,140.93,33.19,1D4T3hMAJt9A,delivered,2018-06-10 14:26:44,2018-06-10 14:57:04,2018-06-13 18:52:48,2018-06-20,1,3,0,4,0,4,0,3,-11.210526315789474,toys,30335,guarulhos,SP,1,credit_card,10,174.12,11600.0,65.0,19.0,47.0,1
Ea0iY6bg0zvi,krv8FWuLVJ2A,av5Z5qCPm4CE,45.83,23.82,rI8li7ARiRmW,delivered,2018-06-10 14:33:44,2018-06-11 16:31:30,2018-06-18 16:04:59,2018-06-28,1,3,1,3,0,4,0,3,-9.0,toys,5060,sao paulo,SP,1,credit_card,8,69.65,183.0,18.0,9.0,13.0,1
o6f6ewVh2cxn,n6UzclMNqF1F,LBEoQfjEp2pO,71.8,77.98,CjZIPWnk7pR0,delivered,2018-06-10 14:34:05,2018-06-12 05:16:01,2018-06-18 15:29:31,2018-07-11,1,3,0,4,3,1,1,2,-18.727272727272727,toys,94440,varginha,MG,1,wallet,1,149.78,400.0,16.0,11.0,12.0,1
9F4dAbMq78dm,0kQ8GnR2xHuC,G7qzyVBE5rbE,152.72,34.33,lHrnwa5zjoIy,shipped,2018-06-10 14:46:38,2018-06-10 15:11:57,,2018-06-20,1,3,0,4,3,1,2,1,0.0,toys,49280,sao paulo,SP,1,credit_card,1,187.05,117.0,18.0,10.0,14.0,1
qTpy36PSywRJ,HpMbJAttOmXr,UOGIrJtSldvd,359.6,47.05,wKdcY3onSdKn,delivered,2018-06-10 14:52:08,2018-06-12 04:17:34,2018-07-11 23:08:27,2018-07-04,1,3,2,2,1,3,0,3,-9.711538461538462,toys,12900,salvador,BA,1,wallet,1,406.65000000000003,3500.0,36.0,25.0,21.0,1
OYZVt4azxvts,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,22.86,ZqjWvm96fmSm,,2018-06-10 15:17:40,2018-06-11 16:31:47,,,1,3,1,3,2,2,0,3,-16.1256038647343,toys,42738,rio de janeiro,RJ,1,credit_card,6,130.49,533.0,22.0,11.0,20.0,1
NYkrYYMkOcq3,NvhlzH3tetIl,B4yd3gHbEe0Y,168.05,137.13,hrpb9fJP1Mvc,delivered,2018-06-10 15:44:20,2018-06-11 16:42:37,2018-06-19 22:38:44,2018-07-03,1,3,0,4,3,1,0,3,-14.75,toys,73050,nova lima,MG,1,credit_card,1,305.18,850.0,33.0,2.0,23.0,1
KjjXhIOWeNYt,HpMbJAttOmXr,UOGIrJtSldvd,359.6,86.85,OfDgJt4CflU3,delivered,2018-06-10 15:44:20,2018-06-11 16:42:16,2018-06-15 17:27:44,2018-06-28,1,3,2,2,1,3,0,3,-9.711538461538462,toys,8331,bauru,SP,1,credit_card,3,446.45000000000005,3500.0,36.0,25.0,21.0,1
5DzbJGTiHOKx,8NMpcxobMD46,l1pYW6GBnPMr,779.9,12.28,lWXny7r0xq34,delivered,2018-06-10 16:31:19,2018-06-12 04:57:32,2018-06-19 22:11:32,2018-06-29,1,3,1,3,0,4,0,3,-13.125,toys,21060,contagem,MG,1,wallet,1,792.18,300.0,17.0,4.0,12.0,1
SXhm14ISnTUQ,DwErrH6eI5GJ,0Mzbc3aACMOQ,10.35,32.64,d7vbt35B6Oe3,delivered,2018-06-10 16:33:02,2018-06-10 19:12:18,2018-06-21 17:32:04,2018-06-28,1,3,1,3,1,3,0,3,-11.083333333333334,toys,86450,belo horizonte,MG,1,credit_card,4,42.99,7650.0,20.0,20.0,20.0,1
ch6vuODrTOHB,wAqpjobOTLMo,Fh5z5uvA4neX,36.89,53.29,xX83opkROGBz,delivered,2018-06-10 17:08:07,2018-06-10 19:38:10,2018-06-15 18:14:29,2018-06-28,1,3,0,4,0,4,0,3,-9.0,construction_tools_construction,72602,santos,SP,1,credit_card,1,90.18,1200.0,16.0,11.0,11.0,1
nUuZtXhLk0yu,AxY29xGYizV5,2jTASjIU2rIf,820.05,44.87,PmdZE45xMGVE,delivered,2018-06-10 17:44:38,2018-06-10 19:12:33,2018-06-13 16:42:05,2018-06-20,1,3,3,1,3,1,0,3,-7.0,toys,82940,paulinia,SP,1,credit_card,1,864.92,2000.0,28.0,20.0,20.0,1
11UwtfabPICA,xMdPT1uPvUkk,rCGS4gtPB176,112.33,6.15,n31g3GcIcy1k,,2018-06-10 18:01:28,2018-06-10 19:38:01,,,1,3,0,4,3,1,0,3,-18.0,toys,5842,cajuru,SP,1,credit_card,5,118.48,750.0,26.0,15.0,26.0,1
Bz1olkwNSqeZ,nxhprP2JJoRH,DQDmbEDffCF1,698.9,23.57,BPqaKxgQQl05,delivered,2018-06-10 18:02:30,2018-06-10 19:38:09,2018-06-28 21:28:45,2018-07-19,1,3,3,1,3,1,0,3,-11.4,toys,1011,porto velho,RO,1,credit_card,4,722.47,300.0,16.0,10.0,11.0,1
xzKctB4MDQ9Z,UUcKekhTuImv,WG2pVERAEzeW,234.83,52.94,YbmjIoDL0XXI,delivered,2018-06-10 18:04:12,2018-06-10 19:51:17,2018-06-18 17:13:39,2018-07-13,1,3,0,4,3,1,0,3,-8.875,toys,97700,uniao da vitoria,PR,1,credit_card,8,287.77,1870.0,27.0,20.0,29.0,1
6cvgeAwnnnmm,UUcKekhTuImv,WG2pVERAEzeW,234.83,52.94,0ss1dbrzHSPP,,2018-06-10 18:04:12,2018-06-10 19:51:17,,,1,3,0,4,3,1,0,3,-8.875,toys,97700,uniao da vitoria,PR,1,credit_card,8,287.77,1870.0,27.0,20.0,29.0,1
MaWMGhuS3GHA,Ohbc48Rd4aID,XtMe6nOWLmYg,106.74,69.82,0imSf1YGc5YU,delivered,2018-06-10 18:05:07,2018-06-10 19:38:14,2018-06-15 18:58:36,2018-07-05,1,3,0,4,3,1,1,2,-20.0,toys,5006,joinville,SC,1,credit_card,1,176.56,650.0,52.0,8.0,12.0,1
7RcUNJbP8G8m,Ohbc48Rd4aID,XtMe6nOWLmYg,106.74,69.82,ojQ5kDCvnBmU,delivered,2018-06-10 18:05:07,2018-06-10 19:38:14,2018-06-15 18:58:36,2018-07-05,1,3,0,4,3,1,1,2,-20.0,toys,5006,joinville,SC,1,credit_card,1,176.56,650.0,52.0,8.0,12.0,1
oKoUJRr8RPxR,hqxyBRfNFLrc,5FvGdji6skxT,475.0,34.33,6uy5fZvr9syj,,2018-06-10 18:18:26,2018-06-11 19:02:43,,,1,3,3,1,0,4,0,3,-11.363636363636363,toys,15057,sao paulo,SP,1,wallet,1,509.33,150.0,17.0,8.0,14.0,1
umtoF72smr3j,6FjrxbT9ClXR,RsUgQvBvc24M,122.3,29.0,eMgRLiv7UlKL,,2018-06-10 18:29:18,2018-06-10 19:12:17,,,3,1,0,4,3,1,0,3,-17.625,watches_gifts,13252,brasilia,DF,1,credit_card,8,151.3,501.0,18.0,13.0,14.0,1
OuDByoImfODG,fsnNojNRjD2P,vDmtF6gSG8GP,328.0,6.87,vPzJguFHIyAy,delivered,2018-06-10 18:51:46,2018-06-10 19:12:40,2018-06-29 20:46:42,2018-07-04,1,3,0,4,3,1,2,1,-5.0,toys,2361,ribeirao preto,SP,1,credit_card,2,334.87,400.0,16.0,2.0,11.0,1
2NdSNFcYsV85,nxhprP2JJoRH,DQDmbEDffCF1,698.9,89.34,LRv7Voi7ARfp,,2018-06-10 19:01:57,2018-06-11 09:12:56,,,1,3,3,1,3,1,0,3,-11.4,toys,5570,eusebio,CE,1,credit_card,4,788.24,300.0,16.0,10.0,11.0,1
pxpWiwiyzrP8,Ez9srfz3jOkb,T5TAziawiIyq,31.46,53.01,6HTL66F0jVRY,,2018-06-10 19:40:23,2018-06-12 04:57:32,,,1,3,0,4,0,4,0,3,-13.5,toys,72312,sao jose dos pinhais,PR,1,wallet,1,84.47,1850.0,19.0,16.0,17.0,1
F6bx5G8XviWp,jv2s0Ut6lhXZ,UOGIrJtSldvd,45.9,46.01,Fs09W3xxgWjc,,2018-06-10 19:44:09,2018-06-11 20:05:27,,,1,3,0,4,3,1,0,3,-7.428571428571429,health_beauty,21625,santa barbara d'oeste,SP,1,credit_card,4,91.91,2550.0,38.0,42.0,25.0,1
lV7ABVC8B9Zy,O8Kt38Wlwdam,2jTASjIU2rIf,164.98,10.85,8imkNeJ9Ozmk,delivered,2018-06-10 19:45:23,2018-06-10 20:17:18,2018-06-14 16:58:55,2018-06-20,3,1,0,4,3,1,0,3,-10.833333333333334,housewares,29115,sao jose dos campos,SP,1,credit_card,1,175.82999999999998,300.0,16.0,5.0,12.0,1
IyBGg4NVIDxg,O8Kt38Wlwdam,2jTASjIU2rIf,164.98,10.85,LCwLrTofXKXL,,2018-06-10 19:45:23,2018-06-10 20:17:18,,,3,1,0,4,3,1,0,3,-10.833333333333334,housewares,29115,sao jose dos campos,SP,1,credit_card,1,175.82999999999998,300.0,16.0,5.0,12.0,1
6qlVL6IvNxkS,i1Clmz1s1Y35,yGbPyLPc8PmT,2899.0,50.28,Urj5ZmHTIzvW,delivered,2018-06-10 19:47:52,2018-06-10 20:17:18,2018-06-18 15:48:58,2018-06-28,1,3,3,1,3,1,0,3,-10.0,toys,58195,fernandopolis,SP,1,credit_card,6,2949.28,200.0,16.0,2.0,11.0,1
vLITVRuxGTjs,TLTqHko6sg6u,4x6Z2AgJ9ya3,60.09,129.42,nOej9ip1Afaw,delivered,2018-06-10 19:52:27,2018-06-10 20:17:26,2018-06-16 15:38:48,2018-07-16,1,3,0,4,3,1,1,2,-21.666666666666668,toys,3664,nilopolis,RJ,1,credit_card,9,189.51,4075.0,73.0,14.0,48.0,1
v3SF5LdrFp04,hXJzBtpOKuuU,DhnYfWO3PJ5F,40.8,48.0,tH1SJEuyokkN,delivered,2018-06-10 19:58:28,2018-06-11 09:11:56,2018-06-30 15:23:36,2018-07-03,1,3,1,3,0,4,0,3,-16.533333333333335,toys,84261,teresina,PI,1,credit_card,6,88.8,4650.0,37.0,20.0,34.0,1
Mw3XpePuX16l,dSGLmaLkJwte,fB7DhY9hwBnO,692.0,28.69,RLUriA8CVjHL,delivered,2018-06-10 19:58:49,2018-06-10 20:17:44,2018-06-22 21:28:20,2018-07-12,1,3,0,4,3,1,1,2,-20.0,toys,64695,niteroi,RJ,1,credit_card,3,720.69,316.0,19.0,14.0,18.0,1
reSlRHeaMHFj,0kFV4pVel4mu,h5jBMl1c5nuX,145.99,50.28,0uNnVMlqp4jo,delivered,2018-06-10 20:02:09,2018-06-10 20:17:49,2018-06-19 13:44:38,2018-07-03,1,3,0,4,3,1,0,3,-11.666666666666666,toys,45780,assis,SP,1,credit_card,1,196.27,150.0,18.0,6.0,11.0,1
BK6S7tEQkaEq,0kFV4pVel4mu,h5jBMl1c5nuX,145.99,50.28,hmnC8MAQmjeg,delivered,2018-06-10 20:02:09,2018-06-10 20:17:49,2018-06-19 13:44:38,2018-07-03,1,3,0,4,3,1,0,3,-11.666666666666666,toys,45780,assis,SP,1,credit_card,1,196.27,150.0,18.0,6.0,11.0,1
ErqNYgq6GE1l,Vl72r1jAexJl,bev9CELF3Rdk,123.88,17.46,Du7xhlBVGDKV,delivered,2018-06-10 20:10:49,2018-06-10 20:31:57,2018-06-20 14:31:38,2018-07-12,1,3,0,4,3,1,1,2,-18.83333333333333,electronics,71615,blumenau,SC,1,credit_card,1,141.34,2200.0,22.0,7.0,17.0,1
racflHmMbNox,i5Acdk4faZKb,A9nE56wbxNgP,314.8,34.33,juhhTzzWiQ6W,delivered,2018-06-10 20:39:21,2018-06-10 20:57:48,2018-06-13 18:07:40,2018-06-20,1,3,0,4,0,4,0,3,-7.384615384615385,toys,8762,poa,SP,1,credit_card,1,349.13,161.0,19.0,8.0,17.0,1
I5yWDrwq4iXb,pSqmZ5ursPGa,TuPm19CMKvrM,72.4,11.39,SewD8beiZuSb,delivered,2018-06-10 21:08:01,2018-06-10 21:37:08,2018-06-13 22:28:41,2018-06-20,1,3,0,4,0,4,0,3,-11.846153846153848,toys,7092,valinhos,SP,1,credit_card,2,83.79,950.0,35.0,25.0,20.0,1
lsb6MO7bmCpe,YJiRkbtZkHA0,UOGIrJtSldvd,10.49,29.72,SEDhxL34OJKv,delivered,2018-06-10 21:20:12,2018-06-10 21:37:19,2018-06-18 22:09:48,2018-06-29,1,3,0,4,3,1,0,3,-8.5,toys,6056,brasilia,DF,1,credit_card,3,40.21,800.0,17.0,10.0,12.0,1
B8Tz7s4bkv9B,gG5SIDCUe60n,LNas7hbmEA5F,111.27,12.28,rF4TaY0GxzIn,delivered,2018-06-10 21:22:22,2018-06-10 21:37:19,2018-06-15 17:56:20,2018-06-28,1,3,0,4,3,1,0,3,-13.0,toys,5302,sao paulo,SP,1,credit_card,2,123.55,450.0,20.0,22.0,20.0,1
dPljIDrHc5Gm,Amo5hpDtPLHr,RsUgQvBvc24M,76.9,13.51,bnbYMetmnbS0,delivered,2018-06-10 21:27:49,2018-06-10 21:37:23,2018-06-20 17:52:45,2018-07-04,1,3,0,4,0,4,0,3,-14.6875,toys,31570,catanduva,SP,1,credit_card,5,90.41000000000001,292.0,17.0,8.0,12.0,1
7Ox5ZjRlrTfC,Amo5hpDtPLHr,RsUgQvBvc24M,76.9,13.51,KXO5r5RKzppp,delivered,2018-06-10 21:27:49,2018-06-10 21:37:23,2018-06-20 17:52:45,2018-07-04,1,3,0,4,0,4,0,3,-14.6875,toys,31570,catanduva,SP,1,credit_card,5,90.41000000000001,292.0,17.0,8.0,12.0,1
Dp4K8yh2l2kZ,ePkdyik8Yarq,Z5HZLMEMP8tD,406.05,47.94,PZ5SLcuCD4Yu,delivered,2018-06-10 21:28:17,2018-06-11 21:40:37,2018-06-14 16:34:53,2018-06-28,1,3,0,4,3,1,0,3,-10.6,toys,2213,nova lima,MG,1,credit_card,6,453.99,3950.0,43.0,15.0,32.0,1
ATSfYInVrlYz,2exC7tltdoHV,A7s2wiNKJ3HW,72.23,7.45,YIKIRezj8wnu,delivered,2018-06-10 21:47:23,2018-06-10 22:18:20,2018-06-16 01:11:09,2018-07-04,3,1,0,4,3,1,1,2,-24.0,toys,5877,curitiba,PR,1,credit_card,1,79.68,150.0,27.0,13.0,17.0,1
X9DwEQ4ZGmgj,10iN8hAztQdQ,gRJ4l1GA7J8j,45.83,7.52,jz5bPTfTMKQQ,delivered,2018-06-10 22:28:53,2018-06-12 04:57:34,2018-06-14 19:25:34,2018-06-20,1,3,0,4,3,1,2,1,-5.0,toys,33805,jaragua do sul,SC,1,wallet,1,53.349999999999994,400.0,36.0,6.0,27.0,1
Ujjip5f832v5,o6Na5dqQ8W2g,coi9xkdo66JI,1590.0,102.77,orRGea8TAPXi,delivered,2018-06-10 22:46:43,2018-06-10 23:10:52,2018-06-18 15:48:25,2018-07-03,3,1,1,3,1,3,0,3,-17.058823529411764,watches_gifts,21740,francisco morato,SP,1,credit_card,2,1692.77,314.0,18.0,11.0,14.0,1
iXDbl22rmt7G,AJLcXru41YHP,2jTASjIU2rIf,399.2,18.05,XszEoTWMIwfu,delivered,2018-06-10 22:51:23,2018-06-10 23:10:56,2018-06-14 23:51:49,2018-06-20,1,3,0,4,3,1,0,3,-7.5,toys,40150,sao caetano do sul,SP,1,credit_card,3,417.25,450.0,38.0,4.0,38.0,1
wDauODyjMxFy,BmqY5iepeabk,8cMMpAAFEsxE,144.97,34.33,24MWlRlBgfW3,delivered,2018-06-10 22:57:36,2018-06-10 23:10:57,2018-06-12 20:49:51,2018-06-20,1,3,0,4,3,1,0,3,-10.333333333333334,toys,5041,cubatao,SP,1,credit_card,1,179.3,200.0,22.0,11.0,16.0,1
DFHoLAeYvERa,fWVj6AIx7V90,RsUgQvBvc24M,815.0,2.24,RrGldhLgo4t8,,2018-06-10 23:04:05,2018-06-10 23:15:18,,,1,3,0,4,3,1,0,3,-11.0,toys,76961,salvador,BA,1,credit_card,6,817.24,550.0,18.0,12.0,13.0,1
Y3RBDbmNVHC9,X8lRbDPFPJaw,AS10URtcvnbg,161.0,38.63,qZNJYd9UsSve,delivered,2018-06-11 00:00:29,2018-06-11 00:19:09,2018-06-12 17:32:58,2018-06-29,1,3,0,4,3,1,0,3,-15.666666666666666,toys,16902,vinhedo,SP,1,credit_card,1,199.63,650.0,17.0,24.0,11.0,1
zXdXqttaOYNO,VBy6T8nuWyMy,tjn9TXOjEGlU,419.9,63.1,EebHk76nFY46,delivered,2018-06-11 00:16:09,2018-06-11 00:30:42,2018-08-03 15:23:38,2018-07-05,1,3,1,3,1,3,0,3,-11.15686274509804,auto,96450,salvador,BA,1,credit_card,1,483.0,50.0,17.0,10.0,15.0,1
q0a43YhyggtX,OQfB1b4uv1ky,jzgHP4GCYp8w,112.8,5.84,PDPSAxnmH8ZD,delivered,2018-06-11 00:23:42,2018-06-11 00:35:12,2018-06-15 19:38:36,2018-07-12,1,3,0,4,3,1,1,2,-23.33333333333333,toys,2225,sao paulo,SP,1,credit_card,1,118.64,10850.0,60.0,10.0,40.0,1
Nup5si6782AX,4aY0NgJi0cCm,UOGIrJtSldvd,0.85,49.55,sh8NaE7Ap724,,2018-06-11 01:02:48,2018-06-11 01:15:16,,,1,3,0,4,3,1,0,3,-16.4,toys,58297,camaragibe,PE,1,credit_card,5,50.4,650.0,16.0,16.0,16.0,1
emgbs4p8zrbs,4aY0NgJi0cCm,UOGIrJtSldvd,0.85,49.55,kU5hIkyW89AP,delivered,2018-06-11 01:02:48,2018-06-11 01:15:16,2018-06-23 18:08:32,2018-07-13,1,3,0,4,3,1,0,3,-16.4,toys,58297,camaragibe,PE,1,credit_card,5,50.4,650.0,16.0,16.0,16.0,1
xH1HRPFwaPiB,wMzn9pb9lo5k,G176L7hpmqu4,1899.0,11.33,nuskeKAejlM8,delivered,2018-06-11 01:07:54,2018-06-11 01:38:27,2018-06-16 13:28:49,2018-07-12,0,4,3,1,3,1,0,3,-18.428571428571427,toys,75610,jau,SP,1,credit_card,1,1910.33,300.0,59.0,8.0,36.0,1
jNf31DQgJPCO,dzMl2AZ5gGTc,P4kjq7WSvXsY,91.5,132.38,wv5AoqDSoD48,delivered,2018-06-11 01:11:02,2018-06-11 01:38:27,2018-06-16 11:52:41,2018-07-12,1,3,0,4,3,1,1,2,-23.5,toys,65665,votuporanga,SP,1,credit_card,8,223.88,150.0,17.0,7.0,17.0,1
PFJ3Zn8EooMY,0XyYmaoLSH4j,8Wa4TXXm4Hcx,529.9,6.87,8O5EuSDmYUOn,,2018-06-11 01:12:18,2018-06-11 01:38:26,,,1,3,3,1,0,4,0,3,-12.422222222222222,computers_accessories,75110,santa maria,RS,1,credit_card,3,536.77,180.0,16.0,9.0,16.0,1
MFupqgzMbMb2,ICb4opztefdl,WG2pVERAEzeW,107.6,4.75,nAkdlpzrbdP4,,2018-06-11 02:40:42,2018-06-12 04:17:31,,,1,3,3,1,0,4,0,3,-13.258064516129032,toys,4323,carapicuiba,SP,1,wallet,1,112.35,1250.0,49.0,10.0,34.0,1
1qmhED8Im5Yg,HpMbJAttOmXr,UOGIrJtSldvd,359.6,50.02,CCn80SMHcuYI,delivered,2018-06-11 07:04:15,2018-06-11 07:15:12,2018-06-30 14:37:47,2018-07-03,1,3,2,2,1,3,0,3,-9.711538461538462,toys,71539,sao luis,MA,1,credit_card,1,409.62,3500.0,36.0,25.0,21.0,1
As04jPd7GhU2,HpMbJAttOmXr,UOGIrJtSldvd,359.6,50.02,DwuUyXZMl1Nx,delivered,2018-06-11 07:04:15,2018-06-11 07:15:12,2018-06-30 14:37:47,2018-07-03,1,3,2,2,1,3,0,3,-9.711538461538462,toys,71539,sao luis,MA,1,credit_card,1,409.62,3500.0,36.0,25.0,21.0,1
5PhZeU3HWYEN,HpMbJAttOmXr,UOGIrJtSldvd,359.6,50.02,Hdhh1HvYW2Z4,,2018-06-11 07:04:15,2018-06-11 07:15:12,,,1,3,2,2,1,3,0,3,-9.711538461538462,toys,71539,sao luis,MA,1,credit_card,1,409.62,3500.0,36.0,25.0,21.0,1
YDBmd9UaVbFu,4BsIwGRHKM3k,yJyItN8uakce,159.9,61.53,A0j4yXU6S0OZ,delivered,2018-06-11 07:14:41,2018-06-11 07:36:56,2018-06-18 22:52:05,2018-07-04,1,3,0,4,3,1,0,3,-16.0,electronics,79134,belo horizonte,MG,1,credit_card,1,221.43,1767.0,49.0,10.0,19.0,1
qFByaCdPxwcS,hXJzBtpOKuuU,DhnYfWO3PJ5F,40.8,12.37,VkfrMUHNMELm,delivered,2018-06-11 07:27:24,2018-06-12 04:35:49,2018-07-13 15:08:34,2018-07-13,1,3,1,3,0,4,0,3,-16.533333333333335,toys,55395,uaua,BA,1,wallet,1,53.169999999999995,4650.0,37.0,20.0,34.0,1
ViCIBlj94ME0,fWcLyKLdBbTB,TtTd2zmwbxLD,387.0,89.11,LnOWMICoDepa,delivered,2018-06-11 08:03:30,2018-06-11 08:31:39,2018-07-02 14:46:42,2018-07-05,1,3,0,4,3,1,2,1,-3.0,auto,81580,sao luis,MA,1,credit_card,1,476.11,70.0,19.0,3.0,16.0,1
pDqsN121JCZA,c3h918HcDQuf,DQDmbEDffCF1,52.0,34.33,1EdtLvUjZqvY,,2018-06-11 08:06:48,2018-06-11 08:31:51,,,1,3,0,4,3,1,2,1,0.0,toys,60511,sao paulo,SP,1,credit_card,1,86.33,250.0,16.0,10.0,11.0,1
hX2dUJdVVYQ1,JG7l8vgQ7Cqa,DQDmbEDffCF1,59.21,34.33,JNShBUkX4rsB,delivered,2018-06-11 08:14:20,2018-06-11 11:57:32,2018-06-12 22:54:40,2018-06-20,3,1,0,4,3,1,0,3,-11.333333333333334,toys,79062,valinhos,SP,1,wallet,1,93.53999999999999,250.0,16.0,10.0,11.0,1
